ticket_id,food_expense,drink_expense,merch_expense,total_spent,payment_method_id
6037,40.03,14.25,48.4,102.68,1
7804,41.5,17.0,38.78,97.28,2
7805,26.46,29.12,99.06,154.64,2
7478,21.27,9.01,13.59,43.87,2
4403,4.01,26.28,37.47,67.76,1
7806,27.95,25.58,10.94,64.47,1
1992,41.11,36.29,56.04,133.44,2
7807,48.97,27.75,84.0,160.72,2
7808,42.48,7.63,20.84,70.95,3
7809,33.1,35.22,62.17,130.49,2
4593,26.56,56.43,23.75,106.74,2
5572,2.1,48.04,7.65,57.79,2
5924,43.93,2.78,43.91,90.62,1
7810,1.82,58.79,62.74,123.35,1
7811,39.1,29.96,10.37,79.43,2
3959,49.23,24.24,97.1,170.57,2
2299,15.34,49.35,98.55,163.24,2
7812,22.24,48.39,92.39,163.02,2
676,11.81,14.71,1.14,27.66,1
7813,47.25,41.97,37.41,126.63,1
7814,48.15,46.39,64.81,159.35,2
7815,40.13,23.81,3.07,67.01,1
5806,20.71,2.72,77.33,100.76,2
7816,27.95,19.56,3.43,50.94,2
7817,19.64,59.68,99.52,178.84,2
5766,5.73,35.05,52.91,93.69,2
7818,10.43,6.44,54.19,71.06,2
1434,22.6,32.12,47.7,102.42,2
7819,18.62,33.87,34.57,87.06,2
847,49.41,3.41,39.6,92.42,1
7820,16.39,32.39,19.52,68.3,1
7821,42.13,0.41,57.65,100.19,2
7822,35.96,9.31,32.94,78.21,2
6611,19.67,35.77,68.66,124.1,2
7823,45.9,51.71,7.17,104.78,2
5653,36.05,4.11,50.92,91.08,1
7824,10.69,37.07,23.74,71.5,2
1997,24.52,25.94,94.14,144.6,2
7825,42.67,49.68,80.15,172.5,1
2950,33.14,34.13,5.63,72.9,3
7075,13.44,40.49,84.97,138.9,2
4266,18.94,5.83,77.44,102.21,2
5114,29.25,13.87,42.45,85.57,2
7723,11.16,43.54,44.72,99.42,2
7826,28.87,55.4,58.75,143.02,2
7827,25.33,53.82,14.25,93.4,2
3744,46.3,22.88,24.92,94.1,2
6387,12.34,37.76,6.8,56.9,2
7828,14.64,30.16,25.86,70.66,2
7829,11.62,51.91,25.38,88.91,1
7830,49.35,56.58,2.53,108.46,2
7831,9.74,58.3,37.32,105.36,1
7832,41.62,16.01,57.31,114.94,2
2376,46.12,9.56,44.07,99.75,2
802,5.5,25.98,13.3,44.78,2
7569,10.23,58.23,55.96,124.42,1
5174,42.17,47.82,91.77,181.76,2
7833,49.86,52.42,23.53,125.81,2
6714,47.06,42.97,14.44,104.47,2
6121,11.69,26.36,68.82,106.87,2
7834,22.5,45.29,25.28,93.07,3
7835,39.01,6.93,83.9,129.84,1
7836,0.75,45.96,20.39,67.1,1
3076,32.71,35.98,65.31,134.0,2
5139,16.53,8.33,6.19,31.05,2
7837,47.13,14.66,23.51,85.3,1
3387,38.65,30.6,1.17,70.42,2
7838,49.6,11.22,98.71,159.53,2
7839,43.67,16.44,59.73,119.84,2
4445,20.19,55.34,0.93,76.46,2
2068,46.31,37.97,8.0,92.28,2
4007,44.24,23.31,87.45,155.0,2
7840,25.27,32.16,79.05,136.48,2
7841,37.19,37.54,86.71,161.44,2
7240,3.78,13.63,46.86,64.27,2
4550,34.75,41.75,21.16,97.66,2
7842,19.55,29.27,61.01,109.83,2
6359,2.23,4.01,84.22,90.46,2
1021,15.98,21.88,23.96,61.82,1
3578,25.98,41.5,49.82,117.3,2
7843,41.17,16.79,51.52,109.48,2
843,48.64,59.56,73.55,181.75,2
7067,31.33,18.62,90.07,140.02,1
7844,43.68,58.72,99.07,201.47,1
7845,33.4,52.09,35.55,121.04,1
7846,10.51,47.03,75.65,133.19,2
7847,21.67,1.36,42.66,65.69,1
6999,7.93,7.29,73.17,88.39,2
7848,19.03,53.08,3.28,75.39,2
2674,0.14,55.98,41.48,97.6,2
7751,42.81,9.61,58.13,110.55,2
1014,35.14,25.35,24.64,85.13,1
1598,16.05,48.04,60.97,125.06,2
5953,17.79,8.95,15.96,42.7,2
7849,26.42,30.99,27.45,84.86,1
7850,4.21,41.52,79.32,125.05,1
7851,19.62,4.98,80.35,104.95,1
7852,19.4,21.64,71.27,112.31,2
7853,14.98,41.93,35.1,92.01,2
7854,12.47,48.04,98.17,158.68,1
7855,43.72,15.63,1.26,60.61,2
7856,22.28,35.06,14.77,72.11,1
3542,10.07,25.37,83.15,118.59,2
7857,0.68,35.24,80.17,116.09,2
7858,11.2,30.61,21.03,62.84,2
7508,45.92,58.91,65.71,170.54,2
7859,10.46,7.42,40.78,58.66,1
6336,24.15,29.51,3.28,56.94,1
3569,35.11,13.84,32.4,81.35,2
7860,4.36,0.48,89.64,94.48,2
3561,19.8,43.0,5.89,68.69,2
3950,33.76,56.19,32.17,122.12,1
3987,48.22,33.38,57.24,138.84,2
1075,0.24,23.56,96.29,120.09,1
70,5.11,1.99,20.74,27.84,2
7861,8.48,30.67,31.05,70.2,1
7862,12.93,5.9,7.32,26.15,2
835,30.18,20.37,83.26,133.81,2
6135,25.35,28.79,67.61,121.75,2
322,43.57,27.74,84.35,155.66,2
7863,26.41,30.98,0.99,58.38,3
6591,31.99,19.61,39.15,90.75,1
5891,9.03,10.85,92.72,112.6,1
5819,6.95,49.35,72.38,128.68,2
7864,41.88,2.61,75.48,119.97,2
7865,34.79,57.45,88.3,180.54,2
7682,40.13,46.42,86.66,173.21,1
7052,10.94,33.41,19.3,63.65,2
5125,36.88,12.54,11.45,60.87,2
7866,16.84,59.99,43.91,120.74,1
4289,27.98,40.82,14.02,82.82,2
7867,17.5,27.01,9.25,53.76,1
5794,26.43,48.07,16.11,90.61,2
5271,38.94,43.83,3.64,86.41,1
6414,28.35,50.26,45.39,124.0,2
7868,0.13,46.92,98.66,145.71,2
1222,9.09,18.38,60.24,87.71,2
7869,37.88,30.78,53.09,121.75,2
7870,33.77,25.62,54.93,114.32,2
7871,28.08,31.13,45.9,105.11,2
7872,39.04,7.33,64.89,111.26,2
7873,15.95,9.27,62.27,87.49,2
4881,16.92,6.42,22.51,45.85,1
7874,10.56,56.87,91.12,158.55,1
7875,3.69,17.33,86.38,107.4,2
7876,13.69,41.78,64.22,119.69,2
2764,21.15,42.89,16.16,80.2,1
6783,18.61,46.88,25.77,91.26,1
7877,26.28,12.04,77.02,115.34,2
6628,16.06,3.28,83.92,103.26,2
2337,8.26,5.84,27.64,41.74,2
7878,0.83,45.54,2.97,49.34,3
7879,9.23,46.16,54.37,109.76,2
1540,7.93,32.14,99.73,139.8,2
2706,34.06,29.38,32.34,95.78,1
7880,31.08,14.74,20.54,66.36,2
7881,10.37,10.66,25.21,46.24,1
3395,34.36,0.1,88.55,123.01,1
3410,5.19,16.69,98.93,120.81,2
7882,13.89,31.2,79.07,124.16,1
7883,21.96,25.73,83.16,130.85,2
7884,31.41,43.34,18.52,93.27,1
7885,45.4,43.98,9.13,98.51,2
6263,2.9,30.25,84.19,117.34,2
7886,11.8,5.57,41.4,58.77,2
7684,45.83,34.77,91.81,172.41,3
5905,37.96,5.42,65.47,108.85,1
7887,45.33,24.77,29.83,99.93,2
7888,19.19,53.03,4.2,76.42,2
2833,27.49,40.26,2.49,70.24,2
7889,45.07,39.33,58.6,143.0,2
7890,46.71,45.76,32.92,125.39,2
5126,23.96,23.81,13.3,61.07,2
2805,36.13,2.2,78.83,117.16,2
7891,39.74,45.8,52.36,137.9,2
7892,42.66,47.9,33.12,123.68,2
7893,8.56,0.8,86.15,95.51,1
4213,31.4,42.22,35.17,108.79,2
3069,19.7,56.88,11.0,87.58,2
1879,18.16,42.22,64.53,124.91,2
1163,1.57,43.75,2.05,47.37,2
6991,25.38,16.66,1.21,43.25,2
7894,13.97,19.56,79.7,113.23,2
5618,40.83,25.77,80.13,146.73,2
7895,40.74,18.88,68.59,128.21,1
7896,30.71,47.29,33.13,111.13,2
7897,13.86,24.75,6.74,45.35,2
7898,32.46,38.06,4.17,74.69,2
7519,4.48,12.03,61.39,77.9,1
7899,10.5,34.01,24.0,68.51,2
7485,18.45,2.94,71.94,93.33,2
1896,44.66,12.57,12.75,69.98,2
7900,2.47,9.68,29.22,41.37,1
961,17.89,34.07,91.84,143.8,1
1572,42.11,35.38,84.74,162.23,2
1773,31.78,44.5,84.09,160.37,2
4193,1.36,20.12,89.91,111.39,1
7901,11.06,47.76,88.21,147.03,1
4639,34.87,8.14,87.1,130.11,2
7902,0.96,32.55,38.67,72.18,2
3252,30.99,27.37,60.59,118.95,1
7903,17.39,46.62,27.68,91.69,2
7083,16.77,25.79,9.63,52.19,2
2397,45.42,7.17,46.59,99.18,1
7904,19.44,20.24,59.6,99.28,1
7905,33.86,31.85,46.93,112.64,2
579,28.96,7.53,45.61,82.1,2
7906,43.43,3.81,16.57,63.81,2
7907,27.26,11.4,44.38,83.04,1
7510,4.5,3.17,35.93,43.6,2
4122,31.87,6.11,56.82,94.8,2
7908,35.57,19.64,31.42,86.63,1
7909,26.36,8.47,4.39,39.22,2
7910,18.8,20.25,99.65,138.7,2
5316,1.1,13.98,33.34,48.42,1
7911,20.64,3.97,37.33,61.94,2
5551,44.64,4.61,64.76,114.01,2
7912,28.89,32.45,8.36,69.7,2
3238,14.16,30.78,37.69,82.63,1
7913,0.91,20.17,10.04,31.12,2
2019,12.83,0.64,18.19,31.66,2
6148,8.84,52.19,98.96,159.99,1
7914,44.64,49.53,59.65,153.82,2
2326,22.58,52.46,97.16,172.2,2
7915,29.6,54.74,3.85,88.19,1
7916,38.11,34.32,48.87,121.3,2
3900,30.7,15.04,11.72,57.46,2
7917,13.99,40.82,40.02,94.83,2
2746,45.3,40.04,95.72,181.06,2
7918,1.03,3.02,24.32,28.37,1
7919,47.1,5.91,95.44,148.45,1
7920,31.66,49.96,6.37,87.99,1
7921,13.35,13.78,71.33,98.46,1
2946,31.19,13.52,70.15,114.86,1
7922,1.57,46.88,2.2,50.65,1
7923,39.34,14.24,30.43,84.01,1
7924,22.17,32.63,72.32,127.12,1
7925,25.84,52.05,71.09,148.98,2
881,43.2,7.42,67.67,118.29,2
5076,8.89,46.17,53.56,108.62,2
197,45.49,44.98,35.28,125.75,1
7926,35.25,7.18,9.16,51.59,2
5665,46.71,35.99,49.28,131.98,2
4671,34.9,1.58,59.66,96.14,1
7927,13.74,12.85,11.51,38.1,1
7928,35.87,38.85,23.15,97.87,1
7929,2.68,4.19,0.36,7.23,2
7930,15.43,42.71,60.63,118.77,1
7931,21.95,54.67,37.63,114.25,2
7932,3.29,57.21,35.86,96.36,2
7933,11.43,32.86,60.95,105.24,2
312,39.11,33.76,48.2,121.07,1
7934,17.83,38.93,69.41,126.17,2
4282,40.37,3.99,70.86,115.22,2
633,23.3,25.8,62.03,111.13,2
7935,2.25,16.9,43.53,62.68,2
1556,36.92,57.74,56.22,150.88,1
7936,24.06,12.2,24.65,60.91,2
3090,16.69,41.47,10.31,68.47,2
4565,7.1,12.4,49.95,69.45,1
7150,45.03,55.85,5.93,106.81,2
7937,48.29,47.22,60.35,155.86,2
7938,12.77,28.02,6.73,47.52,2
7939,40.12,43.8,39.39,123.31,2
3945,46.57,57.12,99.97,203.66,1
1631,29.98,38.07,62.33,130.38,3
5022,0.06,1.14,4.88,6.08,2
7940,48.98,5.27,57.65,111.9,2
2432,0.84,51.68,53.55,106.07,3
1308,30.18,30.43,57.47,118.08,2
7941,20.6,28.4,8.72,57.72,1
7942,41.21,47.81,94.3,183.32,2
7943,39.98,40.3,9.16,89.44,2
7944,11.61,36.38,60.76,108.75,2
2404,38.75,50.46,6.45,95.66,1
5431,12.43,24.96,78.77,116.16,2
2937,33.62,36.04,35.28,104.94,1
1565,39.2,0.39,30.99,70.58,2
7945,48.35,57.62,69.71,175.68,2
7946,41.61,23.58,67.99,133.18,1
7947,13.05,51.84,71.58,136.47,2
7948,15.44,52.07,35.44,102.95,2
5942,49.03,56.42,34.65,140.1,2
7949,24.74,37.17,44.17,106.08,2
7950,17.88,48.95,77.62,144.45,1
1896,31.11,21.8,84.84,137.75,2
7951,46.28,37.33,61.75,145.36,2
6348,44.99,24.16,71.61,140.76,2
7952,27.71,22.87,53.0,103.58,2
6113,30.2,34.66,79.0,143.86,2
4126,44.66,2.02,46.79,93.47,2
3293,39.49,7.14,5.93,52.56,1
703,9.63,30.29,3.25,43.17,1
7953,15.25,30.87,7.13,53.25,2
2310,8.46,2.35,82.64,93.45,1
7954,30.59,15.0,70.91,116.5,1
4698,12.59,37.04,24.19,73.82,2
7955,6.46,47.36,30.77,84.59,1
4887,26.91,32.82,60.07,119.8,2
3635,29.87,48.25,50.57,128.69,1
7956,10.04,49.99,98.58,158.61,1
7957,49.68,22.58,4.82,77.08,1
7958,16.44,11.09,70.28,97.81,1
7959,3.25,17.48,6.25,26.98,3
7960,37.77,42.78,88.9,169.45,1
7961,46.63,58.34,87.17,192.14,2
634,29.87,6.29,52.44,88.6,2
7962,39.59,49.14,13.82,102.55,2
7963,9.66,39.42,1.76,50.84,2
3818,23.5,54.39,22.04,99.93,2
7964,38.27,11.0,54.65,103.92,2
2699,44.51,43.1,27.41,115.02,2
2920,1.98,8.69,70.84,81.51,2
3199,8.68,29.85,86.93,125.46,2
7965,35.25,21.57,76.15,132.97,2
7304,47.57,49.25,10.36,107.18,1
7966,2.83,53.3,22.65,78.78,1
7967,14.84,17.61,2.78,35.23,2
7288,29.32,28.23,76.18,133.73,2
7968,29.59,26.02,26.78,82.39,1
4977,10.82,5.63,53.47,69.92,1
5570,36.54,19.99,45.81,102.34,2
7969,19.09,14.27,36.3,69.66,2
7970,38.01,49.78,24.45,112.24,2
5289,10.47,37.59,63.67,111.73,2
7726,10.21,54.3,7.7,72.21,1
7971,43.22,1.88,80.15,125.25,2
7972,48.32,21.22,82.04,151.58,1
7973,30.03,46.35,99.44,175.82,2
4222,27.19,14.79,0.17,42.15,2
7974,45.26,10.88,43.66,99.8,2
7975,21.67,22.59,95.5,139.76,2
7499,18.18,27.93,81.92,128.03,1
507,21.84,11.26,70.22,103.32,2
5547,33.9,16.46,53.85,104.21,2
7976,9.65,31.8,61.82,103.27,2
5359,27.4,24.11,75.53,127.04,3
7055,48.12,42.96,47.17,138.25,2
7977,5.09,53.45,53.07,111.61,2
877,17.61,31.92,51.95,101.48,2
7978,15.76,15.18,49.11,80.05,1
7979,16.49,51.44,83.75,151.68,2
3144,48.12,31.13,43.75,123.0,3
3927,45.73,26.6,34.81,107.14,3
2038,10.69,19.72,82.76,113.17,2
2411,15.06,18.29,21.5,54.85,2
4302,9.73,35.61,38.81,84.15,2
7980,48.75,0.35,69.43,118.53,2
2777,19.95,13.17,42.3,75.42,2
2403,30.76,49.06,57.73,137.55,2
4538,38.14,24.33,75.85,138.32,1
5925,49.84,54.02,45.62,149.48,1
3754,37.74,1.17,39.47,78.38,2
2897,46.4,57.79,43.42,147.61,1
6487,4.52,0.63,47.86,53.01,2
3601,44.61,2.42,25.09,72.12,2
7981,3.11,0.84,99.23,103.18,2
7982,6.61,15.92,9.55,32.08,2
1633,12.21,6.87,58.65,77.73,2
52,40.73,17.66,27.69,86.08,2
7983,41.02,9.88,90.72,141.62,1
7984,38.24,55.3,71.86,165.4,3
7985,34.39,45.5,65.74,145.63,2
3552,9.87,56.44,37.28,103.59,2
4196,40.45,23.38,7.6,71.43,1
7986,43.33,52.26,87.83,183.42,2
1602,34.0,21.17,38.68,93.85,2
477,42.98,45.89,37.88,126.75,1
6054,1.27,58.95,65.57,125.79,1
2899,2.07,0.37,43.45,45.89,1
6557,47.56,24.43,76.11,148.1,1
806,42.51,23.35,36.49,102.35,1
6680,23.92,9.83,29.44,63.19,1
7987,11.61,22.92,41.4,75.93,2
4670,48.7,57.75,5.84,112.29,3
5636,39.1,26.26,69.25,134.61,2
7988,46.5,14.37,35.97,96.84,2
2572,1.26,22.59,10.29,34.14,1
7989,10.02,37.49,41.39,88.9,2
1055,45.32,3.74,49.13,98.19,3
5617,45.15,4.01,99.92,149.08,2
7942,19.2,31.47,3.23,53.9,2
796,46.5,39.39,29.39,115.28,1
7990,2.92,8.67,98.56,110.15,2
7991,14.33,40.29,62.36,116.98,1
4096,28.45,32.65,24.96,86.06,2
7992,26.2,53.49,67.85,147.54,2
7993,37.32,5.42,99.72,142.46,2
4036,35.07,43.16,7.66,85.89,1
7994,47.97,7.53,46.24,101.74,2
2290,13.04,54.54,10.72,78.3,2
6377,32.03,27.57,50.36,109.96,2
7995,30.26,51.65,81.56,163.47,2
7996,14.83,30.31,57.63,102.77,2
7997,37.02,10.65,28.25,75.92,1
7732,46.1,42.67,16.75,105.52,2
1298,46.63,32.04,17.81,96.48,2
6773,31.88,19.37,97.92,149.17,2
3101,42.06,11.98,65.86,119.9,2
7998,13.07,55.41,6.97,75.45,2
1882,9.8,7.8,38.93,56.53,2
2941,22.48,31.57,17.98,72.03,2
7999,46.22,24.76,86.05,157.03,2
4737,0.29,14.62,73.17,88.08,1
8000,17.26,8.89,88.08,114.23,2
2734,48.39,14.11,66.44,128.94,2
7446,0.41,56.24,44.6,101.25,2
1416,20.2,24.52,31.71,76.43,1
3343,0.24,42.59,54.54,97.37,2
4049,49.12,55.94,89.1,194.16,1
8001,18.48,13.81,37.91,70.2,1
8002,1.21,39.74,23.93,64.88,1
8003,19.79,46.56,12.61,78.96,2
8004,19.05,38.79,2.01,59.85,1
8005,23.59,17.56,88.65,129.8,1
2381,23.85,36.41,13.65,73.91,2
8006,11.48,8.33,94.23,114.04,2
1127,19.39,12.96,38.92,71.27,2
8007,28.22,25.08,74.43,127.73,2
901,10.42,6.19,87.21,103.82,2
3310,4.82,47.96,49.94,102.72,2
5826,48.08,53.12,77.89,179.09,1
1183,47.55,32.98,12.0,92.53,1
8008,20.34,14.5,39.92,74.76,2
3274,13.73,54.74,84.6,153.07,3
7274,15.21,33.76,21.04,70.01,1
5613,13.79,50.84,77.94,142.57,1
8009,10.86,12.89,45.99,69.74,2
8010,46.32,41.28,39.59,127.19,1
8011,40.03,30.57,72.56,143.16,2
8012,10.46,8.12,74.02,92.6,2
4558,38.43,32.46,31.9,102.79,2
8013,27.25,27.78,18.0,73.03,2
5787,14.05,7.41,95.1,116.56,2
8014,1.73,11.54,29.36,42.63,1
8015,15.91,23.59,46.01,85.51,2
8016,38.08,33.39,29.66,101.13,2
8017,0.48,32.73,29.45,62.66,2
8018,41.76,54.9,87.13,183.79,1
2865,26.01,3.96,76.36,106.33,2
6435,36.45,38.02,56.06,130.53,2
1870,3.96,29.65,78.73,112.34,2
8019,40.08,52.85,3.19,96.12,1
8020,17.29,40.09,94.36,151.74,2
6592,49.46,0.07,24.72,74.25,2
4783,38.26,47.24,35.13,120.63,2
3571,45.21,28.83,27.04,101.08,2
8021,9.05,31.09,23.51,63.65,2
4123,2.75,54.93,80.33,138.01,1
6465,29.3,1.08,81.02,111.4,2
8022,2.37,44.47,51.12,97.96,1
3353,43.03,40.49,92.41,175.93,2
3891,6.21,27.93,45.06,79.2,2
3890,3.76,0.98,85.55,90.29,2
7458,47.2,17.23,11.55,75.98,1
8023,6.59,3.22,53.17,62.98,2
8024,20.72,12.8,69.67,103.19,2
8025,23.17,20.93,86.79,130.89,2
7389,30.26,16.67,55.2,102.13,2
3366,10.48,9.69,56.4,76.57,2
8026,38.82,21.45,14.47,74.74,2
8027,31.91,6.59,44.92,83.42,2
8028,22.41,6.38,81.59,110.38,2
7663,36.52,22.51,81.49,140.52,1
8029,9.79,17.6,52.72,80.11,1
4061,31.3,12.86,10.79,54.95,2
8030,42.0,36.11,63.79,141.9,2
8031,41.54,23.99,0.88,66.41,1
8032,10.61,47.26,71.48,129.35,2
694,4.09,21.29,33.99,59.37,3
7974,18.64,47.65,80.67,146.96,2
8033,24.88,39.49,68.87,133.24,1
8034,8.03,2.16,11.93,22.12,2
6387,33.84,19.02,75.88,128.74,2
1164,28.87,51.21,27.7,107.78,2
8035,16.15,58.64,77.85,152.64,3
8036,45.26,35.47,26.86,107.59,2
8037,21.08,7.13,50.07,78.28,2
2765,11.79,54.96,74.12,140.87,1
6861,1.17,4.57,78.35,84.09,2
3442,29.05,3.8,69.99,102.84,2
3605,13.02,43.66,56.16,112.84,1
7285,17.54,30.55,58.41,106.5,1
1940,18.57,38.71,92.01,149.29,1
8038,3.2,41.35,19.71,64.26,2
8039,23.66,58.57,96.15,178.38,2
8040,12.4,32.86,35.47,80.73,1
8041,48.3,20.71,98.16,167.17,1
1770,1.41,25.12,79.23,105.76,2
2690,46.9,0.17,64.89,111.96,2
3325,29.89,9.73,26.44,66.06,2
1356,2.44,51.18,46.56,100.18,2
1049,37.81,35.05,45.35,118.21,2
8042,4.22,38.39,18.19,60.8,1
8043,27.16,21.16,65.97,114.29,2
8044,16.86,48.88,54.09,119.83,2
8045,12.09,42.62,30.48,85.19,3
8046,9.28,52.68,43.49,105.45,1
8047,5.63,32.7,9.37,47.7,2
8048,21.27,42.93,44.94,109.14,1
8049,2.11,56.1,97.06,155.27,1
1438,13.15,58.0,96.1,167.25,2
8050,24.68,36.87,59.18,120.73,1
8051,25.36,50.47,84.84,160.67,2
8052,41.21,30.1,52.16,123.47,1
4252,43.89,6.8,47.25,97.94,2
5076,15.91,8.91,63.68,88.5,2
217,44.25,15.87,23.26,83.38,2
7426,0.78,27.58,86.12,114.48,1
6404,41.61,12.02,84.62,138.25,2
6803,40.1,55.96,81.72,177.78,2
2031,7.34,7.1,98.64,113.08,1
8053,5.45,22.81,42.06,70.32,2
2339,11.66,50.94,60.33,122.93,2
8054,26.51,40.0,55.54,122.05,2
8055,15.99,42.14,24.29,82.42,2
8056,7.66,33.99,17.56,59.21,1
5116,6.49,1.92,0.21,8.62,1
7447,22.77,7.09,90.11,119.97,1
1251,31.33,5.22,45.35,81.9,1
8057,29.36,9.41,58.94,97.71,2
1204,5.48,4.7,84.62,94.8,2
7554,47.89,47.21,44.93,140.03,2
4645,28.81,22.66,3.4,54.87,3
8058,37.55,39.69,14.08,91.32,2
8059,15.54,10.44,31.95,57.93,1
8060,12.29,9.02,71.02,92.33,1
8061,5.9,46.86,28.72,81.48,2
8062,31.02,53.26,45.97,130.25,2
8063,46.57,13.62,53.83,114.02,2
4970,4.89,33.98,26.25,65.12,2
8064,43.9,18.92,1.02,63.84,1
8065,34.92,40.72,95.47,171.11,1
8066,49.94,5.35,59.2,114.49,2
2366,25.22,53.91,43.27,122.4,2
7296,6.15,0.17,57.46,63.78,2
7938,41.83,12.91,51.16,105.9,2
8067,41.41,16.98,37.53,95.92,1
6060,28.16,39.6,34.33,102.09,2
4059,32.83,9.09,10.98,52.9,2
5740,19.02,3.23,84.74,106.99,1
7955,49.38,53.98,65.57,168.93,3
4448,27.6,25.3,96.95,149.85,2
8068,9.0,6.67,71.72,87.39,2
8069,37.67,53.25,51.58,142.5,2
8070,38.08,19.53,41.39,99.0,2
8071,41.12,12.62,92.18,145.92,2
8072,24.95,26.92,69.4,121.27,2
8073,33.07,6.44,65.87,105.38,2
8074,3.19,54.32,46.09,103.6,2
8075,32.81,4.81,42.74,80.36,2
1921,0.89,33.35,0.32,34.56,2
5923,33.69,30.84,28.41,92.94,1
2706,5.44,13.79,74.22,93.45,2
8076,23.49,34.31,91.61,149.41,2
8077,24.63,48.53,17.69,90.85,1
7367,25.87,39.97,19.51,85.35,3
8078,44.58,12.96,29.38,86.92,2
4344,26.81,32.43,57.28,116.52,1
8079,2.29,38.61,84.59,125.49,2
6092,13.83,9.96,63.41,87.2,2
8080,4.15,52.02,50.25,106.42,1
6412,29.33,3.25,24.17,56.75,2
8081,22.77,52.62,43.29,118.68,2
3292,17.83,10.63,32.44,60.9,2
8082,12.06,31.22,17.56,60.84,2
8083,38.69,5.7,5.02,49.41,1
8084,33.29,32.88,4.76,70.93,2
8085,10.21,6.35,87.26,103.82,1
8086,20.86,12.37,90.59,123.82,2
7187,23.28,58.36,2.21,83.85,2
8087,18.31,19.09,34.3,71.7,1
5017,47.32,45.05,55.01,147.38,1
8088,40.53,4.18,81.75,126.46,1
8089,39.44,25.28,88.49,153.21,1
5231,41.54,14.88,75.5,131.92,2
8090,35.65,55.64,15.0,106.29,2
8091,47.34,26.66,50.19,124.19,2
6830,20.87,39.66,25.57,86.1,2
8092,28.59,30.62,61.57,120.78,2
6794,6.58,53.26,29.7,89.54,2
7017,48.81,14.01,13.8,76.62,2
3919,18.99,50.04,63.77,132.8,1
3502,6.38,29.11,94.85,130.34,2
8093,44.41,53.49,76.0,173.9,2
4299,14.89,35.27,38.06,88.22,2
8094,28.7,23.54,70.46,122.7,1
5565,39.3,16.14,76.15,131.59,3
3260,14.4,22.36,74.18,110.94,2
8095,38.48,3.04,64.71,106.23,2
5519,28.9,24.78,32.47,86.15,2
634,18.35,33.31,18.54,70.2,2
8096,0.48,16.84,79.59,96.91,2
8097,46.31,25.05,24.56,95.92,2
2266,12.15,49.62,48.82,110.59,1
6634,7.07,58.89,97.64,163.6,2
5736,0.92,33.84,55.41,90.17,2
6432,26.38,8.56,24.0,58.94,1
830,49.92,20.84,4.37,75.13,2
1225,43.77,27.62,4.06,75.45,2
3680,35.47,13.61,0.93,50.01,2
8098,11.8,5.75,15.63,33.18,1
8099,19.17,26.76,57.23,103.16,2
8100,47.78,58.36,42.95,149.09,2
8101,15.5,27.7,17.79,60.99,2
8102,27.68,15.39,77.59,120.66,2
945,40.25,31.76,44.64,116.65,2
2165,7.98,7.56,17.37,32.91,1
8103,32.13,12.51,87.9,132.54,2
8104,2.92,47.32,88.83,139.07,2
159,14.41,30.13,85.11,129.65,2
508,35.79,38.67,32.06,106.52,3
6481,46.08,19.7,90.21,155.99,1
8105,0.8,15.05,68.31,84.16,2
3219,12.36,52.45,77.38,142.19,2
8106,27.47,42.03,19.29,88.79,2
458,14.13,10.09,98.23,122.45,2
8107,8.76,0.74,16.94,26.44,2
8108,37.07,35.8,83.35,156.22,2
5426,0.37,3.45,95.82,99.64,1
1004,21.83,43.61,11.67,77.11,1
8109,49.82,46.53,5.39,101.74,1
5359,34.47,43.93,18.62,97.02,2
3331,9.38,18.98,65.26,93.62,1
8110,1.59,36.62,78.96,117.17,2
3884,11.24,42.41,0.32,53.97,2
8111,22.05,9.7,59.08,90.83,2
8112,0.51,47.96,44.51,92.98,2
8113,40.32,33.77,26.41,100.5,2
8114,6.54,50.08,2.9,59.52,1
2876,5.27,31.37,55.09,91.73,2
8115,33.25,27.96,14.3,75.51,1
8116,21.34,11.33,8.07,40.74,2
4986,29.39,1.81,63.94,95.14,2
6641,48.61,32.52,14.08,95.21,2
5488,4.42,10.59,91.82,106.83,2
8117,39.13,26.32,2.45,67.9,2
8118,11.8,41.48,85.05,138.33,3
853,40.43,0.75,8.9,50.08,1
5826,22.82,22.85,11.86,57.53,2
8119,11.4,9.7,19.45,40.55,2
3015,37.55,17.48,69.07,124.1,2
4096,35.49,30.44,7.69,73.62,1
6262,12.02,38.53,36.85,87.4,2
8120,17.49,26.29,78.98,122.76,2
6556,19.47,19.56,56.83,95.86,1
8121,3.89,6.32,80.51,90.72,3
8122,27.58,36.26,17.25,81.09,2
4595,45.27,50.32,7.6,103.19,1
6682,45.99,54.71,64.1,164.8,2
8123,21.38,24.84,52.59,98.81,1
1325,29.54,20.79,59.22,109.55,2
3265,22.04,32.79,69.92,124.75,2
7189,4.49,7.71,6.26,18.46,2
7313,17.13,2.08,33.22,52.43,1
4698,26.18,3.0,20.83,50.01,2
8124,7.08,4.92,19.78,31.78,2
8125,19.97,36.68,92.6,149.25,2
6960,31.19,56.4,27.49,115.08,1
8126,7.39,2.77,21.71,31.87,3
8127,46.94,4.73,24.33,76.0,2
4687,40.85,0.25,62.13,103.23,2
5404,2.99,14.94,54.48,72.41,2
8128,11.51,12.34,93.31,117.16,1
8129,46.89,27.58,52.32,126.79,2
8130,26.01,49.24,16.31,91.56,2
