ticket_id,satisfaction_rating,cleanliness_rating,security_rating,satisfaction_level,cleanliness_level,security_level,mean_rating
6893,8.0,5.0,8.0,Medium,Low,Medium,7.0
6894,8.0,10.0,9.0,Medium,High,High,9.0
6895,5.5,3.5,6.0,Medium,Low,Medium,5.0
6896,8.0,5.0,2.0,Medium,Low,Low,5.0
6897,6.0,5.0,5.0,Medium,Low,Low,5.33
6898,4.0,3.0,9.0,Low,Low,High,5.33
6899,8.0,6.0,7.0,Medium,Medium,Medium,7.0
6900,7.5,8.0,6.0,Medium,Medium,Medium,7.17
6901,6.0,6.0,8.0,Medium,Medium,Medium,6.67
6902,6.0,4.0,2.0,Medium,Low,Low,4.0
6903,4.5,2.5,7.5,Low,Low,Medium,4.83
6904,8.0,2.0,8.5,Medium,Low,High,6.17
6905,8.0,3.0,10.0,Medium,Low,High,7.0
6906,5.5,6.0,9.0,Medium,Medium,High,6.83
6907,6.0,5.0,10.0,Medium,Low,High,7.0
6908,8.0,5.0,5.0,Medium,Low,Low,6.0
6909,8.0,5.0,7.0,Medium,Low,Medium,6.67
6910,5.5,4.0,8.0,Medium,Low,Medium,5.83
6911,6.0,6.0,9.0,Medium,Medium,High,7.0
6912,8.0,8.0,7.0,Medium,Medium,Medium,7.67
6913,4.0,3.0,10.0,Low,Low,High,5.67
6914,2.0,4.0,7.0,Low,Low,Medium,4.33
6915,8.0,5.0,10.0,Medium,Low,High,7.67
6916,8.0,4.0,6.0,Medium,Low,Medium,6.0
6917,8.0,6.0,7.0,Medium,Medium,Medium,7.0
6918,8.0,5.0,10.0,Medium,Low,High,7.67
6919,5.0,8.0,9.0,Low,Medium,High,7.33
6920,8.0,3.0,9.0,Medium,Low,High,6.67
6921,9.0,6.0,2.0,High,Medium,Low,5.67
6922,8.0,5.0,10.0,Medium,Low,High,7.67
6923,7.0,6.0,8.5,Medium,Medium,High,7.17
6924,4.0,10.0,6.0,Low,High,Medium,6.67
6925,5.0,3.0,7.0,Low,Low,Medium,5.0
6926,7.0,5.0,8.0,Medium,Low,Medium,6.67
6927,4.0,4.0,8.0,Low,Low,Medium,5.33
6928,6.0,9.0,7.0,Medium,High,Medium,7.33
6929,6.0,5.0,8.5,Medium,Low,High,6.5
6930,6.5,3.0,7.5,Medium,Low,Medium,5.67
6931,10.0,8.0,5.0,High,Medium,Low,7.67
6932,7.0,2.0,1.0,Medium,Low,Low,3.33
6933,7.0,1.0,8.0,Medium,Low,Medium,5.33
6934,8.0,5.0,8.0,Medium,Low,Medium,7.0
6935,4.0,5.5,6.5,Low,Medium,Medium,5.33
6936,8.0,7.0,6.0,Medium,Medium,Medium,7.0
6937,7.0,10.0,2.0,Medium,High,Low,6.33
6938,5.0,3.5,8.5,Low,Low,High,5.67
6939,8.0,4.5,6.0,Medium,Low,Medium,6.17
6940,6.0,2.0,7.0,Medium,Low,Medium,5.0
6941,1.0,1.0,8.0,Low,Low,Medium,3.33
6942,5.0,2.0,9.0,Low,Low,High,5.33
6943,1.0,2.0,6.0,Low,Low,Medium,3.0
6944,5.0,4.0,8.0,Low,Low,Medium,5.67
6945,1.0,2.0,9.0,Low,Low,High,4.0
6946,4.0,4.5,10.0,Low,Low,High,6.17
6947,1.0,6.0,9.0,Low,Medium,High,5.33
6948,7.5,3.5,7.5,Medium,Low,Medium,6.17
6949,4.0,5.0,10.0,Low,Low,High,6.33
6950,3.0,7.0,10.0,Low,Medium,High,6.67
6951,4.5,4.0,6.0,Low,Low,Medium,4.83
6952,7.0,7.5,8.5,Medium,Medium,High,7.67
6953,4.0,8.0,9.0,Low,Medium,High,7.0
6954,7.5,6.0,4.0,Medium,Medium,Low,5.83
6955,7.0,6.0,8.0,Medium,Medium,Medium,7.0
6956,4.0,6.0,8.0,Low,Medium,Medium,6.0
6957,6.0,5.0,7.0,Medium,Low,Medium,6.0
6958,4.0,6.0,8.0,Low,Medium,Medium,6.0
6959,8.0,4.0,8.0,Medium,Low,Medium,6.67
6960,7.0,8.0,7.5,Medium,Medium,Medium,7.5
6961,8.0,4.0,6.0,Medium,Low,Medium,6.0
6962,5.5,6.0,7.0,Medium,Medium,Medium,6.17
6963,7.33,5.33,8.33,Medium,Medium,High,7.0
6964,8.0,3.0,7.0,Medium,Low,Medium,6.0
6965,6.0,3.0,10.0,Medium,Low,High,6.33
6966,6.0,3.0,8.0,Medium,Low,Medium,5.67
6967,8.0,6.0,8.0,Medium,Medium,Medium,7.33
6968,8.0,5.0,1.0,Medium,Low,Low,4.67
6969,4.0,3.0,8.0,Low,Low,Medium,5.0
6970,8.0,9.0,8.0,Medium,High,Medium,8.33
6971,2.0,3.0,9.0,Low,Low,High,4.67
6972,8.0,2.0,8.0,Medium,Low,Medium,6.0
6973,8.5,6.5,6.5,High,Medium,Medium,7.17
6974,2.5,5.5,7.0,Low,Medium,Medium,5.0
6975,9.0,3.0,8.0,High,Low,Medium,6.67
6976,8.33,5.0,9.33,High,Low,High,7.55
6977,4.0,4.0,10.0,Low,Low,High,6.0
6978,8.0,2.0,7.0,Medium,Low,Medium,5.67
6979,6.0,6.0,8.0,Medium,Medium,Medium,6.67
6980,4.0,4.33,5.67,Low,Low,Medium,4.67
6981,4.0,9.0,1.0,Low,High,Low,4.67
6982,4.0,4.0,7.0,Low,Low,Medium,5.0
6983,7.0,8.0,9.0,Medium,Medium,High,8.0
6984,1.0,4.0,8.0,Low,Low,Medium,4.33
6985,9.0,4.0,8.0,High,Low,Medium,7.0
6986,4.0,7.0,5.0,Low,Medium,Low,5.33
6987,8.0,6.0,9.0,Medium,Medium,High,7.67
6988,8.0,6.0,8.0,Medium,Medium,Medium,7.33
6989,3.0,2.0,2.0,Low,Low,Low,2.33
6990,6.0,5.0,7.0,Medium,Low,Medium,6.0
6991,7.5,4.0,8.5,Medium,Low,High,6.67
6992,3.0,4.0,7.0,Low,Low,Medium,4.67
6993,6.5,4.5,9.0,Medium,Low,High,6.67
6994,1.0,6.0,7.0,Low,Medium,Medium,4.67
6995,9.0,8.0,9.0,High,Medium,High,8.67
6996,10.0,2.0,10.0,High,Low,High,7.33
6997,6.0,4.0,8.0,Medium,Low,Medium,6.0
6998,9.0,8.0,9.0,High,Medium,High,8.67
6999,4.33,7.0,7.67,Low,Medium,Medium,6.33
7000,8.0,7.0,9.0,Medium,Medium,High,8.0
7001,8.0,5.0,9.0,Medium,Low,High,7.33
7002,7.0,3.0,9.0,Medium,Low,High,6.33
7003,5.5,5.5,7.0,Medium,Medium,Medium,6.0
7004,4.0,6.0,9.0,Low,Medium,High,6.33
7005,9.0,1.0,7.0,High,Low,Medium,5.67
7006,5.5,7.5,7.0,Medium,Medium,Medium,6.67
7007,4.0,5.5,6.5,Low,Medium,Medium,5.33
7008,8.0,3.0,9.0,Medium,Low,High,6.67
7009,8.0,10.0,7.0,Medium,High,Medium,8.33
7010,8.33,6.33,9.33,High,Medium,High,8.0
7011,6.0,4.5,7.5,Medium,Low,Medium,6.0
7012,6.0,4.0,9.0,Medium,Low,High,6.33
7013,3.0,10.0,8.0,Low,High,Medium,7.0
7014,8.5,3.5,7.5,High,Low,Medium,6.5
7015,6.0,6.0,9.0,Medium,Medium,High,7.0
7016,9.0,3.0,10.0,High,Low,High,7.33
7017,5.67,5.0,8.33,Medium,Low,High,6.33
7018,2.0,2.0,8.0,Low,Low,Medium,4.0
7019,6.0,2.0,6.0,Medium,Low,Medium,4.67
7020,2.0,6.0,9.0,Low,Medium,High,5.67
7021,9.0,6.0,7.0,High,Medium,Medium,7.33
7022,5.0,7.0,9.0,Low,Medium,High,7.0
7023,5.0,2.0,5.0,Low,Low,Low,4.0
7024,6.5,4.0,8.0,Medium,Low,Medium,6.17
7025,4.0,6.0,9.0,Low,Medium,High,6.33
7026,5.67,5.67,8.0,Medium,Medium,Medium,6.45
7027,4.0,3.0,5.0,Low,Low,Low,4.0
7028,7.0,5.0,2.0,Medium,Low,Low,4.67
7029,1.0,6.0,10.0,Low,Medium,High,5.67
7030,6.0,5.0,7.0,Medium,Low,Medium,6.0
7031,4.0,6.0,10.0,Low,Medium,High,6.67
7032,9.0,4.0,6.0,High,Low,Medium,6.33
7033,5.0,2.0,6.0,Low,Low,Medium,4.33
7034,9.0,6.0,7.0,High,Medium,Medium,7.33
7035,5.67,6.67,7.33,Medium,Medium,Medium,6.56
7036,8.0,2.0,7.0,Medium,Low,Medium,5.67
7037,6.5,4.0,8.0,Medium,Low,Medium,6.17
7038,8.0,2.0,9.0,Medium,Low,High,6.33
7039,8.0,6.0,10.0,Medium,Medium,High,8.0
7040,9.0,5.0,10.0,High,Low,High,8.0
7041,8.0,3.0,9.0,Medium,Low,High,6.67
7042,2.0,2.0,5.0,Low,Low,Low,3.0
7043,8.0,6.0,7.5,Medium,Medium,Medium,7.17
7044,7.0,4.5,9.5,Medium,Low,High,7.0
7045,5.5,5.0,10.0,Medium,Low,High,6.83
7046,8.0,2.0,8.0,Medium,Low,Medium,6.0
7047,4.5,4.0,7.5,Low,Low,Medium,5.33
7048,4.0,6.0,8.0,Low,Medium,Medium,6.0
7049,7.0,2.0,7.0,Medium,Low,Medium,5.33
7050,8.0,4.0,7.5,Medium,Low,Medium,6.5
7051,9.0,6.0,8.0,High,Medium,Medium,7.67
7052,5.5,6.0,4.5,Medium,Medium,Low,5.33
7053,4.0,4.0,10.0,Low,Low,High,6.0
7054,8.5,3.0,9.0,High,Low,High,6.83
7055,6.33,4.67,6.67,Medium,Low,Medium,5.89
7056,7.0,4.0,9.0,Medium,Low,High,6.67
7057,5.0,9.0,10.0,Low,High,High,8.0
7058,8.0,3.0,6.0,Medium,Low,Medium,5.67
7059,8.0,8.0,7.0,Medium,Medium,Medium,7.67
7060,8.0,5.0,8.0,Medium,Low,Medium,7.0
7061,7.0,3.0,9.0,Medium,Low,High,6.33
7062,1.0,4.0,2.0,Low,Low,Low,2.33
7063,8.0,6.0,8.5,Medium,Medium,High,7.5
7064,8.0,3.0,7.0,Medium,Low,Medium,6.0
7065,6.0,3.0,9.0,Medium,Low,High,6.0
7066,7.0,2.0,2.0,Medium,Low,Low,3.67
7067,5.0,6.0,9.5,Low,Medium,High,6.83
7068,7.0,3.0,7.0,Medium,Low,Medium,5.67
7069,8.0,3.0,10.0,Medium,Low,High,7.0
7070,4.0,7.0,7.0,Low,Medium,Medium,6.0
7071,7.5,2.0,6.0,Medium,Low,Medium,5.17
7072,9.0,1.0,9.0,High,Low,High,6.33
7073,10.0,1.0,6.0,High,Low,Medium,5.67
7074,4.0,3.0,9.0,Low,Low,High,5.33
7075,4.5,3.5,6.5,Low,Low,Medium,4.83
7076,5.0,6.0,9.0,Low,Medium,High,6.67
7077,4.0,3.0,10.0,Low,Low,High,5.67
7078,1.0,7.0,9.0,Low,Medium,High,5.67
7079,7.0,7.0,8.0,Medium,Medium,Medium,7.33
7080,7.5,6.0,5.5,Medium,Medium,Medium,6.33
7081,7.0,6.0,8.0,Medium,Medium,Medium,7.0
7082,10.0,3.0,7.0,High,Low,Medium,6.67
7083,3.5,4.5,8.5,Low,Low,High,5.5
7084,8.0,4.0,8.5,Medium,Low,High,6.83
7085,1.0,1.0,10.0,Low,Low,High,4.0
7086,9.0,5.0,6.0,High,Low,Medium,6.67
7087,1.0,2.0,7.0,Low,Low,Medium,3.33
7088,8.5,2.0,7.0,High,Low,Medium,5.83
7089,5.0,3.0,6.0,Low,Low,Medium,4.67
7090,8.0,2.0,6.0,Medium,Low,Medium,5.33
7091,6.67,7.33,9.0,Medium,Medium,High,7.67
7092,4.0,5.0,8.0,Low,Low,Medium,5.67
7093,4.0,4.0,10.0,Low,Low,High,6.0
7094,4.0,9.0,10.0,Low,High,High,7.67
7095,7.0,6.0,8.0,Medium,Medium,Medium,7.0
7096,5.0,7.5,6.5,Low,Medium,Medium,6.33
7097,8.0,3.0,6.0,Medium,Low,Medium,5.67
7098,8.67,3.0,7.0,High,Low,Medium,6.22
7099,9.0,6.0,8.0,High,Medium,Medium,7.67
7100,7.0,10.0,7.0,Medium,High,Medium,8.0
7101,6.0,2.0,9.0,Medium,Low,High,5.67
7102,4.0,3.0,9.0,Low,Low,High,5.33
7103,9.0,8.0,6.0,High,Medium,Medium,7.67
7104,7.0,6.0,10.0,Medium,Medium,High,7.67
7105,9.0,8.0,9.0,High,Medium,High,8.67
7106,5.0,6.0,7.5,Low,Medium,Medium,6.17
7107,7.0,2.5,7.5,Medium,Low,Medium,5.67
7108,8.0,6.0,7.0,Medium,Medium,Medium,7.0
7109,8.0,4.0,9.0,Medium,Low,High,7.0
7110,1.0,9.0,7.0,Low,High,Medium,5.67
7111,9.0,6.0,7.0,High,Medium,Medium,7.33
7112,9.0,5.0,6.0,High,Low,Medium,6.67
7113,5.5,7.0,8.0,Medium,Medium,Medium,6.83
7114,1.0,5.0,5.0,Low,Low,Low,3.67
7115,3.0,9.0,7.0,Low,High,Medium,6.33
7116,8.0,5.0,10.0,Medium,Low,High,7.67
7117,5.5,7.0,9.0,Medium,Medium,High,7.17
7118,8.5,5.5,8.5,High,Medium,High,7.5
7119,6.67,4.33,7.0,Medium,Low,Medium,6.0
7120,5.0,3.0,8.0,Low,Low,Medium,5.33
7121,1.0,2.0,10.0,Low,Low,High,4.33
7122,4.0,7.0,8.0,Low,Medium,Medium,6.33
7123,6.0,5.0,10.0,Medium,Low,High,7.0
7124,9.0,7.0,6.0,High,Medium,Medium,7.33
7125,4.0,3.0,7.0,Low,Low,Medium,4.67
7126,4.5,8.0,9.0,Low,Medium,High,7.17
7127,5.0,7.0,7.67,Low,Medium,Medium,6.56
7128,1.0,5.0,7.0,Low,Low,Medium,4.33
7129,1.0,3.0,6.0,Low,Low,Medium,3.33
7130,8.0,5.0,8.0,Medium,Low,Medium,7.0
7131,4.0,3.0,7.0,Low,Low,Medium,4.67
7132,8.0,1.0,9.0,Medium,Low,High,6.0
7133,3.0,6.0,9.0,Low,Medium,High,6.0
7134,8.0,5.0,8.0,Medium,Low,Medium,7.0
7135,7.0,3.0,9.0,Medium,Low,High,6.33
7136,8.0,7.0,9.0,Medium,Medium,High,8.0
7137,7.0,3.0,6.0,Medium,Low,Medium,5.33
7138,3.0,8.0,8.0,Low,Medium,Medium,6.33
7139,8.0,5.0,7.0,Medium,Low,Medium,6.67
7140,4.5,4.0,6.5,Low,Low,Medium,5.0
7141,7.5,8.0,8.0,Medium,Medium,Medium,7.83
7142,8.0,7.0,6.0,Medium,Medium,Medium,7.0
7143,9.0,5.0,8.0,High,Low,Medium,7.33
7144,6.5,6.0,7.5,Medium,Medium,Medium,6.67
7145,1.0,2.0,8.0,Low,Low,Medium,3.67
7146,1.0,3.0,8.0,Low,Low,Medium,4.0
7147,6.0,4.0,8.5,Medium,Low,High,6.17
7148,4.0,7.0,8.0,Low,Medium,Medium,6.33
7149,6.5,5.0,8.5,Medium,Low,High,6.67
7150,2.0,5.5,8.5,Low,Medium,High,5.33
7151,8.0,10.0,7.0,Medium,High,Medium,8.33
7152,8.0,7.0,7.0,Medium,Medium,Medium,7.33
7153,8.0,2.0,5.0,Medium,Low,Low,5.0
7154,8.0,4.0,8.0,Medium,Low,Medium,6.67
7155,7.0,7.0,10.0,Medium,Medium,High,8.0
7156,4.0,6.0,1.0,Low,Medium,Low,3.67
7157,8.0,2.0,9.0,Medium,Low,High,6.33
7158,1.0,6.0,5.0,Low,Medium,Low,4.0
7159,8.0,5.5,7.5,Medium,Medium,Medium,7.0
7160,2.0,9.0,7.0,Low,High,Medium,6.0
7161,9.0,7.0,7.0,High,Medium,Medium,7.67
7162,9.0,6.0,6.0,High,Medium,Medium,7.0
7163,8.0,2.0,8.0,Medium,Low,Medium,6.0
7164,6.0,6.0,9.0,Medium,Medium,High,7.0
7165,8.0,6.0,10.0,Medium,Medium,High,8.0
7166,7.0,5.0,9.0,Medium,Low,High,7.0
7167,7.0,5.5,9.0,Medium,Medium,High,7.17
7168,8.0,3.0,10.0,Medium,Low,High,7.0
7169,9.5,6.5,8.0,High,Medium,Medium,8.0
7170,3.0,10.0,7.0,Low,High,Medium,6.67
7171,5.0,8.0,9.0,Low,Medium,High,7.33
7172,8.0,2.0,9.0,Medium,Low,High,6.33
7173,9.0,9.0,9.0,High,High,High,9.0
7174,8.0,4.0,8.0,Medium,Low,Medium,6.67
7175,8.0,4.0,1.0,Medium,Low,Low,4.33
7176,8.0,2.0,6.0,Medium,Low,Medium,5.33
7177,4.0,3.0,8.0,Low,Low,Medium,5.0
7178,4.0,5.0,6.67,Low,Low,Medium,5.22
7179,8.0,2.0,4.0,Medium,Low,Low,4.67
7180,8.0,9.0,5.0,Medium,High,Low,7.33
7181,6.5,3.0,7.5,Medium,Low,Medium,5.67
7182,6.0,6.0,8.0,Medium,Medium,Medium,6.67
7183,9.0,4.0,5.0,High,Low,Low,6.0
7184,7.0,2.0,8.0,Medium,Low,Medium,5.67
7185,4.0,8.0,9.0,Low,Medium,High,7.0
7186,6.0,3.0,8.0,Medium,Low,Medium,5.67
7187,4.33,3.0,8.33,Low,Low,High,5.22
7188,7.0,4.0,5.67,Medium,Low,Medium,5.56
7189,3.67,2.67,7.67,Low,Low,Medium,4.67
7190,8.0,6.0,8.0,Medium,Medium,Medium,7.33
7191,4.0,5.0,9.0,Low,Low,High,6.0
7192,5.0,7.0,7.0,Low,Medium,Medium,6.33
7193,7.0,3.0,10.0,Medium,Low,High,6.67
7194,8.0,5.0,7.0,Medium,Low,Medium,6.67
7195,5.0,5.0,8.67,Low,Low,High,6.22
7196,5.0,4.0,7.0,Low,Low,Medium,5.33
7197,9.0,7.0,9.0,High,Medium,High,8.33
7198,3.0,9.0,7.5,Low,High,Medium,6.5
7199,8.0,7.0,6.0,Medium,Medium,Medium,7.0
7200,5.5,6.5,8.5,Medium,Medium,High,6.83
7201,8.0,6.0,6.0,Medium,Medium,Medium,6.67
7202,8.0,7.0,9.0,Medium,Medium,High,8.0
7203,9.0,8.0,9.0,High,Medium,High,8.67
7204,6.0,4.0,7.0,Medium,Low,Medium,5.67
7205,6.33,2.67,7.0,Medium,Low,Medium,5.33
7206,8.0,5.0,8.0,Medium,Low,Medium,7.0
7207,6.5,3.0,5.5,Medium,Low,Medium,5.0
7208,8.0,7.0,10.0,Medium,Medium,High,8.33
7209,8.0,3.0,8.0,Medium,Low,Medium,6.33
7210,8.0,2.0,8.0,Medium,Low,Medium,6.0
7211,8.0,6.0,10.0,Medium,Medium,High,8.0
7212,8.0,2.0,5.0,Medium,Low,Low,5.0
7213,8.0,7.0,7.0,Medium,Medium,Medium,7.33
7214,6.0,6.0,5.0,Medium,Medium,Low,5.67
7215,3.0,8.0,6.5,Low,Medium,Medium,5.83
7216,4.0,6.0,7.0,Low,Medium,Medium,5.67
7217,3.0,9.0,10.0,Low,High,High,7.33
7218,6.0,8.0,8.0,Medium,Medium,Medium,7.33
7219,8.0,2.0,8.0,Medium,Low,Medium,6.0
7220,1.0,8.0,7.0,Low,Medium,Medium,5.33
7221,4.0,3.0,9.0,Low,Low,High,5.33
7222,4.0,5.0,2.0,Low,Low,Low,3.67
7223,4.0,6.0,6.0,Low,Medium,Medium,5.33
7224,9.0,3.0,7.0,High,Low,Medium,6.33
7225,8.0,3.0,9.0,Medium,Low,High,6.67
7226,2.0,5.0,8.0,Low,Low,Medium,5.0
7227,5.0,5.0,7.0,Low,Low,Medium,5.67
7228,8.0,5.5,7.5,Medium,Medium,Medium,7.0
7229,2.5,5.0,9.0,Low,Low,High,5.5
7230,8.0,8.0,8.0,Medium,Medium,Medium,8.0
7231,4.0,7.0,7.0,Low,Medium,Medium,6.0
7232,7.0,5.5,8.0,Medium,Medium,Medium,6.83
7233,10.0,8.0,9.0,High,Medium,High,9.0
7234,5.5,3.0,9.5,Medium,Low,High,6.0
7235,5.0,2.0,7.0,Low,Low,Medium,4.67
7236,4.0,6.0,10.0,Low,Medium,High,6.67
7237,8.0,1.0,1.0,Medium,Low,Low,3.33
7238,8.0,9.0,7.0,Medium,High,Medium,8.0
7239,5.0,7.5,7.0,Low,Medium,Medium,6.5
7240,6.0,2.5,7.5,Medium,Low,Medium,5.33
7241,6.0,6.5,7.5,Medium,Medium,Medium,6.67
7242,7.5,2.0,7.0,Medium,Low,Medium,5.5
7243,8.0,6.0,5.0,Medium,Medium,Low,6.33
7244,8.0,5.0,6.0,Medium,Low,Medium,6.33
7245,8.0,3.0,7.0,Medium,Low,Medium,6.0
7246,4.0,6.0,8.0,Low,Medium,Medium,6.0
7247,7.0,2.0,7.0,Medium,Low,Medium,5.33
7248,9.0,6.0,10.0,High,Medium,High,8.33
7249,8.0,7.0,9.0,Medium,Medium,High,8.0
7250,8.0,2.0,8.0,Medium,Low,Medium,6.0
7251,1.5,6.5,9.5,Low,Medium,High,5.83
7252,1.0,2.0,2.0,Low,Low,Low,1.67
7253,1.0,10.0,10.0,Low,High,High,7.0
7254,4.0,7.0,8.0,Low,Medium,Medium,6.33
7255,10.0,8.0,10.0,High,Medium,High,9.33
7256,7.0,7.0,8.0,Medium,Medium,Medium,7.33
7257,7.33,6.0,8.33,Medium,Medium,High,7.22
7258,7.0,2.0,10.0,Medium,Low,High,6.33
7259,9.0,2.0,10.0,High,Low,High,7.0
7260,6.0,3.0,7.0,Medium,Low,Medium,5.33
7261,8.0,5.0,8.0,Medium,Low,Medium,7.0
7262,7.0,5.0,10.0,Medium,Low,High,7.33
7263,7.0,3.0,8.0,Medium,Low,Medium,6.0
7264,4.5,4.0,7.0,Low,Low,Medium,5.17
7265,8.0,5.0,9.0,Medium,Low,High,7.33
7266,8.0,8.0,9.0,Medium,Medium,High,8.33
7267,3.0,3.0,7.0,Low,Low,Medium,4.33
7268,5.0,3.0,10.0,Low,Low,High,6.0
7269,9.0,6.0,9.0,High,Medium,High,8.0
7270,6.0,3.0,8.0,Medium,Low,Medium,5.67
7271,1.0,4.0,6.0,Low,Low,Medium,3.67
7272,10.0,6.0,6.0,High,Medium,Medium,7.33
7273,4.0,2.0,6.0,Low,Low,Medium,4.0
7274,4.0,2.0,7.5,Low,Low,Medium,4.5
7275,2.0,2.0,8.0,Low,Low,Medium,4.0
7276,1.0,4.0,10.0,Low,Low,High,5.0
7277,1.0,2.0,7.0,Low,Low,Medium,3.33
7278,4.0,6.0,6.0,Low,Medium,Medium,5.33
7279,4.0,7.0,6.0,Low,Medium,Medium,5.67
7280,10.0,7.0,7.0,High,Medium,Medium,8.0
7281,1.0,2.0,8.0,Low,Low,Medium,3.67
7282,9.0,3.0,8.0,High,Low,Medium,6.67
7283,8.0,4.0,7.0,Medium,Low,Medium,6.33
7284,7.0,7.0,9.0,Medium,Medium,High,7.67
7285,6.33,2.67,8.0,Medium,Low,Medium,5.67
7286,8.0,8.0,7.0,Medium,Medium,Medium,7.67
7287,8.0,3.0,7.0,Medium,Low,Medium,6.0
7288,8.0,2.5,7.0,Medium,Low,Medium,5.83
7289,5.0,5.0,10.0,Low,Low,High,6.67
7290,8.0,7.0,9.0,Medium,Medium,High,8.0
7291,1.0,3.0,9.0,Low,Low,High,4.33
7292,4.0,4.0,10.0,Low,Low,High,6.0
7293,7.5,5.0,8.5,Medium,Low,High,7.0
7294,10.0,4.0,9.0,High,Low,High,7.67
7295,6.0,9.0,7.0,Medium,High,Medium,7.33
7296,4.5,3.5,7.5,Low,Low,Medium,5.17
7297,7.0,7.0,6.0,Medium,Medium,Medium,6.67
7298,4.0,3.0,6.0,Low,Low,Medium,4.33
7299,4.0,8.0,2.0,Low,Medium,Low,4.67
7300,4.5,6.0,7.5,Low,Medium,Medium,6.0
7301,8.0,3.0,9.0,Medium,Low,High,6.67
7302,4.67,4.67,8.0,Low,Low,Medium,5.78
7303,4.0,2.0,8.0,Low,Low,Medium,4.67
7304,4.5,1.5,10.0,Low,Low,High,5.33
7305,4.0,7.0,10.0,Low,Medium,High,7.0
7306,7.0,6.0,9.0,Medium,Medium,High,7.33
7307,3.0,2.0,2.0,Low,Low,Low,2.33
7308,3.0,4.0,8.0,Low,Low,Medium,5.0
7309,7.0,2.0,8.0,Medium,Low,Medium,5.67
7310,8.0,1.0,9.0,Medium,Low,High,6.0
7311,5.0,5.0,8.0,Low,Low,Medium,6.0
7312,8.0,6.0,7.0,Medium,Medium,Medium,7.0
7313,3.0,5.0,7.67,Low,Low,Medium,5.22
7314,6.0,3.0,9.0,Medium,Low,High,6.0
7315,8.0,6.0,7.0,Medium,Medium,Medium,7.0
7316,5.0,7.5,8.5,Low,Medium,High,7.0
7317,6.5,6.0,8.0,Medium,Medium,Medium,6.83
7318,4.0,8.0,8.0,Low,Medium,Medium,6.67
7319,5.0,5.0,8.0,Low,Low,Medium,6.0
7320,7.0,6.0,7.0,Medium,Medium,Medium,6.67
7321,8.0,3.0,6.0,Medium,Low,Medium,5.67
7322,8.0,10.0,6.0,Medium,High,Medium,8.0
7323,8.0,3.0,7.0,Medium,Low,Medium,6.0
7324,7.5,7.0,9.5,Medium,Medium,High,8.0
7325,1.0,9.0,9.0,Low,High,High,6.33
7326,7.0,5.0,7.0,Medium,Low,Medium,6.33
7327,8.0,6.0,7.0,Medium,Medium,Medium,7.0
7328,1.0,5.0,5.0,Low,Low,Low,3.67
7329,9.0,3.0,8.0,High,Low,Medium,6.67
7330,7.0,2.0,7.0,Medium,Low,Medium,5.33
7331,1.0,4.0,6.0,Low,Low,Medium,3.67
7332,1.0,4.0,8.0,Low,Low,Medium,4.33
7333,1.0,3.0,8.0,Low,Low,Medium,4.0
7334,8.0,8.0,7.0,Medium,Medium,Medium,7.67
7335,8.0,2.0,8.0,Medium,Low,Medium,6.0
7336,1.0,4.0,10.0,Low,Low,High,5.0
7337,7.0,9.0,9.0,Medium,High,High,8.33
7338,4.5,2.5,7.5,Low,Low,Medium,4.83
7339,9.0,6.0,2.0,High,Medium,Low,5.67
7340,7.0,6.0,10.0,Medium,Medium,High,7.67
7341,8.0,2.0,7.0,Medium,Low,Medium,5.67
7342,9.0,7.0,6.0,High,Medium,Medium,7.33
7343,8.0,3.0,8.0,Medium,Low,Medium,6.33
7344,8.0,7.0,9.0,Medium,Medium,High,8.0
7345,6.0,5.0,6.0,Medium,Low,Medium,5.67
7346,8.0,2.0,8.0,Medium,Low,Medium,6.0
7347,6.0,5.0,9.0,Medium,Low,High,6.67
7348,4.0,6.0,8.0,Low,Medium,Medium,6.0
7349,5.0,8.0,6.5,Low,Medium,Medium,6.5
7350,8.0,6.0,7.0,Medium,Medium,Medium,7.0
7351,8.0,4.0,6.0,Medium,Low,Medium,6.0
7352,3.0,6.0,8.0,Low,Medium,Medium,5.67
7353,8.0,8.0,8.0,Medium,Medium,Medium,8.0
7354,1.0,6.0,8.0,Low,Medium,Medium,5.0
7355,5.0,4.0,9.0,Low,Low,High,6.0
7356,3.0,3.0,10.0,Low,Low,High,5.33
7357,5.0,4.0,9.0,Low,Low,High,6.0
7358,4.0,3.0,7.0,Low,Low,Medium,4.67
7359,9.0,6.0,7.0,High,Medium,Medium,7.33
7360,4.0,4.0,9.0,Low,Low,High,5.67
7361,1.0,7.0,7.0,Low,Medium,Medium,5.0
7362,8.0,4.0,10.0,Medium,Low,High,7.33
7363,6.0,3.0,9.0,Medium,Low,High,6.0
7364,5.5,3.0,8.5,Medium,Low,High,5.67
7365,7.0,2.0,8.0,Medium,Low,Medium,5.67
7366,4.0,3.0,7.5,Low,Low,Medium,4.83
7367,2.0,6.5,5.5,Low,Medium,Medium,4.67
7368,7.0,6.0,9.0,Medium,Medium,High,7.33
7369,6.0,7.0,4.0,Medium,Medium,Low,5.67
7370,7.0,3.0,9.0,Medium,Low,High,6.33
7371,5.0,5.0,8.0,Low,Low,Medium,6.0
7372,4.0,6.5,7.0,Low,Medium,Medium,5.83
7373,6.0,9.0,7.0,Medium,High,Medium,7.33
