ticket_id,ticket_type,attendance_date,age,gender,group_size,food_expense,drink_expense,merch_expense,payment_method,favourite_genre,satisfaction_rating,security_rating,cleanliness_rating,recommend_to_friend
3119,1-day Pass,2025-05-02,18,Female,2,31.49,15.84,76.49,Card,Rock,4,6,3,True
456,3-day Pass,2025-05-01,25,Male,4,35.46,57.38,53.0,Card,Reggaeton,8,6,6,True
2853,1-day Pass,2025-05-01,18,Male,3,0.18,20.47,14.62,Card,Pop,8,5,5,True
7080,1-day Pass,2025-05-01,26,Female,2,12.91,26.29,7.74,Card,Rock,6,1,9,True
3557,3-day Pass,2025-05-03,28,Male,4,9.33,43.5,62.37,Card,Hip-Hop,8,9,4,False
5594,VIP,2025-05-03,18,Male,5,46.5,49.42,64.2,Card,Pop,8,8,3,True
3144,1-day Pass,2025-05-02,18,Male,4,38.13,54.86,21.39,Card,Hip-Hop,7,8,2,True
1315,VIP,2025-05-03,28,Male,2,18.24,10.19,20.72,Cash,Rock,6,9,4,True
7346,3-day Pass,2025-05-01,28,Female,4,7.91,59.35,82.93,Card,Pop,8,8,2,False
7347,3-day Pass,2025-05-03,23,Female,3,28.67,2.34,34.51,Card,Hip-Hop,6,9,5,True
4513,3-day Pass,2025-05-02,23,Female,3,25.37,9.94,13.7,Card,Rock,1,9,2,True
5048,VIP,2025-05-02,28,Male,3,19.3,26.74,44.53,Card,Rock,1,10,6,False
7096,VIP,2025-05-02,29,Male,5,38.43,7.12,4.4,Cash,Rock,5,7,10,False
7348,3-day Pass,2025-05-01,22,Female,1,13.88,4.54,46.0,Cash,Rock,4,8,6,False
1191,3-day Pass,2025-05-01,27,Male,3,15.55,28.8,95.97,Card,Pop,1,9,6,True
7349,3-day Pass,2025-05-01,26,Female,3,22.68,10.59,95.85,Cash,Rock,4,8,10,True
7350,3-day Pass,2025-05-03,23,Female,4,43.39,55.28,61.87,Card,Electronic,8,7,6,True
7351,3-day Pass,2025-05-03,18,Female,5,2.44,20.5,11.42,Card,Pop,8,6,4,True
7352,VIP,2025-05-01,32,Male,4,35.02,9.96,5.36,Card,Hip-Hop,3,8,6,True
7353,3-day Pass,2025-05-01,18,Female,2,36.55,27.23,89.5,Card,Rock,8,8,8,True
771,3-day Pass,2025-05-03,26,Female,3,10.2,3.64,67.57,Cash,Electronic,4,10,2,True
7354,3-day Pass,2025-05-01,18,Female,2,9.58,4.42,4.62,Card,Hip-Hop,1,8,6,True
3389,VIP,2025-05-03,24,Female,5,9.83,41.15,69.68,Cash,Pop,7,7,5,True
7355,3-day Pass,2025-05-03,25,Male,5,33.8,3.03,29.86,Cash,Hip-Hop,5,9,4,True
3803,3-day Pass,2025-05-01,30,Female,3,14.81,26.52,92.73,Card,Electronic,4,6,1,False
2964,3-day Pass,2025-05-03,27,Female,2,13.45,4.76,6.9,Card,Pop,6,1,2,True
6700,3-day Pass,2025-05-03,29,Female,1,16.64,25.09,0.78,Cash,Electronic,6,7,6,True
7356,VIP,2025-05-02,23,Male,3,1.04,44.82,67.75,Cash,Pop,3,10,3,True
7357,3-day Pass,2025-05-01,26,Female,4,8.89,48.6,14.35,Cash,Pop,5,9,4,False
7358,1-day Pass,2025-05-02,27,Female,3,2.44,20.2,18.3,Card,Rock,4,7,3,False
3273,3-day Pass,2025-05-02,23,Male,3,25.96,17.2,28.52,Festival App,Pop,8,8,5,False
7359,3-day Pass,2025-05-03,25,Male,3,1.72,47.8,89.72,Card,Rock,9,7,6,False
6723,3-day Pass,2025-05-03,26,Female,2,20.15,32.22,65.8,Card,Electronic,6,2,2,False
7360,3-day Pass,2025-05-03,21,Female,3,20.69,57.63,19.07,Cash,Rock,4,9,4,False
7361,3-day Pass,2025-05-03,18,Female,3,49.04,57.35,96.29,Card,Pop,1,7,7,False
7362,3-day Pass,2025-05-03,28,Female,5,0.54,55.65,90.57,Card,Pop,8,10,4,True
7363,VIP,2025-05-02,26,Female,3,34.98,20.37,73.34,Cash,Hip-Hop,6,9,3,True
7364,3-day Pass,2025-05-03,27,Female,3,25.35,57.05,17.98,Card,Pop,5,9,2,False
7365,3-day Pass,2025-05-02,23,Male,5,19.81,58.9,28.43,Card,Pop,7,8,2,True
7366,1-day Pass,2025-05-01,22,Female,1,26.89,52.79,85.36,Card,Hip-Hop,1,8,3,True
1618,3-day Pass,2025-05-02,29,Female,3,0.09,9.4,36.66,Card,Hip-Hop,6,1,2,False
7367,3-day Pass,2025-05-01,24,Female,4,25.03,20.55,87.8,Cash,Reggaeton,1,6,9,True
784,3-day Pass,2025-05-01,19,Female,5,12.28,46.33,44.12,Card,Electronic,8,9,1,False
7239,3-day Pass,2025-05-02,21,Female,3,26.09,28.66,62.39,Cash,Hip-Hop,8,7,8,True
7368,3-day Pass,2025-05-01,24,Female,1,6.17,35.91,29.81,Cash,Rock,7,9,6,True
7369,1-day Pass,2025-05-03,18,Female,2,37.18,19.64,9.06,Card,Hip-Hop,8,6,8,False
3839,1-day Pass,2025-05-02,30,Male,1,43.16,32.95,24.37,Card,Rock,2,10,5,True
7370,3-day Pass,2025-05-02,26,Male,2,6.63,8.6,74.07,Card,Pop,7,9,3,True
1114,3-day Pass,2025-05-03,23,Male,1,21.82,21.52,44.98,Card,Rock,8,8,2,True
7371,3-day Pass,2025-05-02,24,Male,3,43.34,27.52,6.23,Card,Reggaeton,5,8,5,True
4532,3-day Pass,2025-05-01,30,Male,5,22.72,30.46,21.58,Card,Rock,1,8,8,True
6491,3-day Pass,2025-05-01,31,Other,5,25.56,36.2,76.62,Card,Pop,8,10,3,False
4478,3-day Pass,2025-05-02,25,Female,2,30.91,16.36,62.03,Cash,Rock,4,10,8,True
7372,3-day Pass,2025-05-01,18,Male,2,30.85,26.67,70.5,Card,Pop,5,7,3,True
7373,VIP,2025-05-02,27,Female,3,31.57,14.01,93.76,Card,Reggaeton,6,7,9,True
5650,3-day Pass,2025-05-02,24,Female,4,0.43,20.96,37.62,Cash,Rock,8,8,5,False
6163,3-day Pass,2025-05-03,19,Male,4,5.52,15.76,0.25,Cash,Rock,8,7,3,True
6659,VIP,2025-05-02,25,Female,2,19.02,30.61,78.18,Card,Rock,8,9,4,False
7374,3-day Pass,2025-05-01,18,Male,3,45.72,55.22,40.25,Festival App,Hip-Hop,4,7,4,True
7375,3-day Pass,2025-05-01,23,Male,4,29.96,14.51,58.13,Card,Rock,8,9,1,True
3549,3-day Pass,2025-05-01,21,Male,5,4.81,25.14,69.4,Card,Rock,4,9,5,True
7376,3-day Pass,2025-05-01,30,Female,1,44.16,22.48,47.05,Card,Hip-Hop,1,10,5,True
6308,1-day Pass,2025-05-02,28,Male,3,45.17,42.1,67.95,Cash,Hip-Hop,8,9,8,False
5886,3-day Pass,2025-05-03,21,Male,3,47.49,1.05,18.22,Card,Rock,4,8,4,True
554,VIP,2025-05-02,26,Male,4,21.16,24.68,96.54,Card,Pop,1,8,1,True
3183,3-day Pass,2025-05-02,26,Male,4,16.47,16.27,94.8,Festival App,Pop,8,8,5,False
7377,1-day Pass,2025-05-03,19,Other,4,14.23,11.89,96.07,Cash,Rock,4,6,6,True
7378,3-day Pass,2025-05-03,27,Male,1,43.38,41.34,84.82,Cash,Pop,9,7,9,True
7379,3-day Pass,2025-05-03,18,Male,4,22.81,48.35,31.05,Card,Hip-Hop,1,7,6,True
7380,3-day Pass,2025-05-01,18,Male,4,17.62,55.47,83.55,Card,Pop,5,9,3,True
4214,3-day Pass,2025-05-01,28,Male,4,14.23,24.78,94.36,Cash,Pop,8,7,7,True
7381,3-day Pass,2025-05-03,28,Male,2,24.23,57.55,68.14,Card,Pop,5,7,6,True
7382,3-day Pass,2025-05-01,18,Female,5,4.06,51.24,89.49,Card,Rock,7,9,10,True
6884,VIP,2025-05-03,23,Male,4,33.2,55.74,82.83,Card,Rock,4,2,5,True
5389,VIP,2025-05-02,22,Female,2,18.97,23.07,73.92,Card,Hip-Hop,8,8,4,True
7383,3-day Pass,2025-05-02,24,Female,5,16.66,42.6,75.93,Cash,Rock,1,10,6,True
7384,1-day Pass,2025-05-03,23,Female,1,15.71,13.2,4.37,Card,Reggaeton,3,8,3,True
7385,1-day Pass,2025-05-01,21,Female,4,5.14,53.94,35.19,Cash,Rock,2,5,4,True
7386,3-day Pass,2025-05-02,29,Female,1,34.31,31.6,17.03,Card,Reggaeton,2,9,6,True
7387,VIP,2025-05-01,18,Male,3,32.84,5.64,64.73,Cash,Electronic,6,7,5,True
7388,3-day Pass,2025-05-03,29,Female,3,14.03,4.36,10.95,Card,Reggaeton,1,6,7,False
2811,3-day Pass,2025-05-01,27,Male,1,46.34,21.26,38.86,Card,Rock,8,9,6,True
7389,VIP,2025-05-03,25,Female,2,37.0,57.16,39.53,Card,Reggaeton,6,9,7,True
7390,1-day Pass,2025-05-03,18,Female,3,33.09,31.24,68.05,Card,Pop,6,9,7,False
7391,3-day Pass,2025-05-01,26,Female,2,30.58,39.22,80.26,Card,Rock,3,10,3,True
605,VIP,2025-05-01,21,Male,3,36.05,23.92,56.31,Card,Pop,6,7,6,False
5170,1-day Pass,2025-05-01,19,Female,5,34.22,57.12,49.43,Card,Hip-Hop,1,7,3,False
2152,3-day Pass,2025-05-03,19,Male,3,41.32,32.46,31.12,Card,Electronic,1,8,7,False
7392,1-day Pass,2025-05-01,22,Male,4,45.9,6.2,73.79,Cash,Pop,8,6,1,True
134,3-day Pass,2025-05-03,25,Female,2,18.53,54.6,11.15,Card,Rock,5,10,6,False
7393,3-day Pass,2025-05-01,23,Other,3,24.4,47.07,95.77,Card,Reggaeton,1,7,5,False
7394,VIP,2025-05-03,25,Male,5,1.06,10.46,60.58,Card,Reggaeton,5,9,10,True
1131,3-day Pass,2025-05-02,18,Male,5,23.29,27.55,28.8,Festival App,Rock,6,9,6,False
5688,3-day Pass,2025-05-01,25,Male,2,33.01,3.44,90.95,Cash,Rock,6,7,6,False
64,3-day Pass,2025-05-02,25,Male,2,22.58,40.45,40.89,Card,Electronic,8,9,6,True
7395,3-day Pass,2025-05-01,18,Female,4,8.6,57.61,12.98,Card,Electronic,5,10,3,True
7396,1-day Pass,2025-05-03,27,Female,5,43.76,44.83,60.47,Card,Pop,5,10,3,False
7300,3-day Pass,2025-05-02,23,Male,2,20.94,33.62,85.02,Cash,Rock,6,6,3,True
7397,1-day Pass,2025-05-03,25,Female,4,4.77,50.59,3.62,Card,Hip-Hop,9,10,3,True
7398,1-day Pass,2025-05-03,21,Female,5,35.93,42.43,49.57,Card,Electronic,8,9,2,False
7399,3-day Pass,2025-05-01,29,Female,2,16.6,7.85,33.8,Card,Pop,3,10,6,True
3649,3-day Pass,2025-05-01,20,Male,5,31.62,27.08,55.37,Card,Rock,4,7,6,False
7400,3-day Pass,2025-05-02,23,Female,5,31.22,24.81,95.83,Card,Hip-Hop,4,7,5,False
7401,3-day Pass,2025-05-01,27,Female,3,18.96,51.63,22.42,Card,Hip-Hop,7,9,5,True
397,3-day Pass,2025-05-02,27,Male,2,30.41,15.23,10.85,Card,Pop,4,9,5,False
7402,1-day Pass,2025-05-01,24,Male,1,24.43,25.45,66.72,Festival App,Reggaeton,8,6,4,True
7403,3-day Pass,2025-05-03,27,Female,3,3.13,47.71,15.05,Card,Rock,1,8,7,True
5547,VIP,2025-05-01,21,Male,4,24.93,28.94,87.24,Card,Pop,8,10,2,True
7404,VIP,2025-05-01,29,Male,1,19.77,41.5,30.6,Cash,Rock,8,8,7,True
7405,3-day Pass,2025-05-02,25,Male,1,3.73,29.24,4.27,Cash,Reggaeton,4,10,7,False
3534,VIP,2025-05-02,31,Male,4,35.34,40.22,39.49,Card,Rock,8,7,6,True
540,1-day Pass,2025-05-01,27,Female,4,3.13,1.19,2.72,Festival App,Pop,8,6,10,True
7406,3-day Pass,2025-05-03,21,Female,5,7.98,27.31,81.73,Card,Rock,4,10,10,True
7407,3-day Pass,2025-05-03,27,Female,3,10.19,28.0,35.57,Card,Hip-Hop,7,8,3,True
7408,VIP,2025-05-03,22,Female,1,37.91,19.0,95.87,Cash,Rock,4,9,3,True
1935,3-day Pass,2025-05-03,23,Female,3,34.92,40.15,2.98,Card,Hip-Hop,1,6,10,False
7409,3-day Pass,2025-05-03,27,Female,1,37.01,6.67,15.81,Cash,Rock,8,1,2,True
7410,3-day Pass,2025-05-02,27,Female,3,19.45,32.15,68.91,Card,Pop,1,8,2,False
3764,3-day Pass,2025-05-01,26,Female,3,43.97,41.61,0.23,Cash,Rock,8,8,10,True
2088,1-day Pass,2025-05-03,32,Female,1,24.76,51.63,68.7,Cash,Hip-Hop,7,10,2,False
4002,VIP,2025-05-03,27,Female,3,24.01,3.03,90.93,Card,Reggaeton,6,7,6,True
7411,3-day Pass,2025-05-01,18,Male,4,0.88,22.22,91.76,Card,Hip-Hop,1,6,2,False
3209,3-day Pass,2025-05-03,26,Female,2,38.31,42.33,75.9,Card,Rock,5,7,5,True
7412,3-day Pass,2025-05-02,23,Male,3,28.69,27.63,50.0,Cash,Rock,6,1,6,False
6605,3-day Pass,2025-05-01,27,Male,1,40.01,3.1,34.1,Cash,Pop,1,10,7,True
7413,3-day Pass,2025-05-02,26,Male,3,19.17,10.44,13.52,Cash,Rock,4,7,3,False
2804,3-day Pass,2025-05-03,26,Male,3,49.36,24.25,64.62,Cash,Rock,1,5,8,False
7414,3-day Pass,2025-05-02,22,Male,1,18.31,48.14,54.52,Festival App,Reggaeton,8,8,7,True
3430,3-day Pass,2025-05-02,26,Female,1,0.6,34.92,43.59,Cash,Pop,8,10,5,True
7415,3-day Pass,2025-05-03,18,Female,3,45.97,52.61,23.5,Card,Rock,7,10,3,True
7416,3-day Pass,2025-05-01,23,Female,4,19.53,50.24,69.51,Cash,Rock,10,2,3,True
7417,3-day Pass,2025-05-03,28,Female,5,35.04,32.84,47.92,Card,Hip-Hop,7,8,3,True
2361,3-day Pass,2025-05-03,21,Other,5,39.57,27.86,67.58,Card,Electronic,5,8,2,True
7418,VIP,2025-05-01,28,Male,4,15.2,22.97,90.01,Cash,Rock,1,6,3,True
3810,VIP,2025-05-03,19,Female,4,35.42,38.9,41.11,Card,Rock,4,7,9,True
7419,VIP,2025-05-03,23,Male,3,3.8,50.45,28.0,Card,Rock,8,7,4,True
7420,3-day Pass,2025-05-03,28,Female,4,45.66,34.61,47.07,Card,Hip-Hop,8,1,4,True
6444,VIP,2025-05-01,20,Male,2,8.05,5.21,51.46,Card,Pop,9,7,7,False
4630,VIP,2025-05-01,20,Male,4,34.68,3.53,8.79,Card,Rock,8,8,3,True
5625,3-day Pass,2025-05-02,20,Male,4,30.71,16.38,15.71,Card,Reggaeton,8,5,4,True
3254,VIP,2025-05-02,23,Female,2,46.91,13.18,89.31,Card,Rock,4,9,3,True
7421,3-day Pass,2025-05-02,20,Female,4,39.2,20.69,23.39,Card,Rock,6,4,6,False
4815,3-day Pass,2025-05-03,24,Female,3,46.85,25.18,24.98,Card,Rock,8,8,5,True
1588,3-day Pass,2025-05-01,29,Other,5,25.73,8.9,83.49,Card,Rock,5,8,10,True
7422,1-day Pass,2025-05-01,26,Female,1,42.51,25.81,71.66,Card,Hip-Hop,9,9,8,True
7423,3-day Pass,2025-05-02,22,Female,2,32.4,37.93,66.16,Card,Rock,4,4,3,False
3920,1-day Pass,2025-05-01,27,Female,4,16.89,1.95,37.71,Card,Electronic,3,8,4,False
6817,3-day Pass,2025-05-03,18,Female,2,4.03,2.16,73.36,Card,Rock,6,5,3,True
6801,3-day Pass,2025-05-01,29,Female,1,21.13,1.69,10.46,Festival App,Rock,9,7,8,True
5442,3-day Pass,2025-05-01,23,Female,5,47.74,51.92,94.22,Card,Rock,1,8,9,True
2130,3-day Pass,2025-05-01,23,Male,4,16.35,55.16,63.64,Card,Rock,6,5,7,False
3212,3-day Pass,2025-05-01,18,Female,4,31.51,17.29,55.46,Card,Hip-Hop,5,9,4,False
7424,1-day Pass,2025-05-03,24,Male,2,28.73,16.92,2.89,Cash,Rock,1,8,3,True
7425,3-day Pass,2025-05-01,31,Female,5,45.04,25.68,83.12,Festival App,Hip-Hop,6,9,3,False
7426,VIP,2025-05-01,21,Female,1,6.57,4.75,25.88,Cash,Rock,8,7,3,True
7427,3-day Pass,2025-05-02,28,Other,4,42.31,25.78,19.13,Card,Pop,8,9,6,True
7374,3-day Pass,2025-05-02,26,Female,5,33.48,11.12,42.66,Cash,Reggaeton,2,9,4,False
6273,VIP,2025-05-03,25,Female,3,16.42,48.49,13.24,Card,Pop,9,8,2,True
5433,1-day Pass,2025-05-01,27,Male,3,34.24,6.72,80.85,Card,Electronic,9,10,5,False
5648,3-day Pass,2025-05-02,24,Male,3,19.35,53.09,40.83,Card,Reggaeton,8,8,9,False
7428,3-day Pass,2025-05-01,27,Female,4,41.71,52.35,25.62,Card,Rock,3,9,4,False
7429,1-day Pass,2025-05-02,18,Female,5,6.95,36.39,81.33,Festival App,Hip-Hop,8,10,8,True
3255,3-day Pass,2025-05-03,18,Male,2,25.38,14.74,90.49,Card,Rock,1,5,10,True
7430,3-day Pass,2025-05-03,23,Male,5,16.23,54.87,10.71,Cash,Rock,8,5,8,False
7431,3-day Pass,2025-05-02,30,Female,3,19.53,39.68,1.16,Card,Rock,4,10,2,True
7432,VIP,2025-05-03,18,Female,4,19.03,20.46,73.5,Card,Rock,8,8,8,True
7433,VIP,2025-05-03,26,Female,3,14.86,8.18,38.55,Card,Rock,8,6,5,False
1053,3-day Pass,2025-05-02,20,Female,3,48.86,18.76,73.55,Cash,Pop,4,9,3,False
6390,3-day Pass,2025-05-02,24,Female,4,35.61,19.37,41.1,Card,Pop,4,2,2,True
7434,3-day Pass,2025-05-03,20,Other,2,49.5,17.03,28.62,Card,Rock,8,10,2,True
7435,VIP,2025-05-02,30,Male,2,6.46,19.03,43.8,Card,Hip-Hop,8,6,6,True
6574,3-day Pass,2025-05-02,18,Female,5,44.87,59.64,7.99,Card,Electronic,7,6,9,True
7436,1-day Pass,2025-05-02,23,Other,2,33.26,53.34,1.46,Card,Rock,6,6,3,True
5811,VIP,2025-05-01,27,Female,3,46.55,56.63,21.06,Cash,Rock,1,9,2,True
4202,3-day Pass,2025-05-03,24,Female,2,49.33,35.99,85.35,Card,Reggaeton,6,9,3,True
5198,3-day Pass,2025-05-03,30,Female,1,25.2,14.86,62.96,Card,Pop,10,6,4,False
5339,3-day Pass,2025-05-01,25,Male,5,47.09,14.95,16.84,Card,Rock,7,8,2,True
7437,3-day Pass,2025-05-03,28,Female,3,42.11,57.99,2.96,Cash,Pop,4,5,7,True
4744,3-day Pass,2025-05-03,28,Male,2,39.25,16.34,70.64,Card,Electronic,1,8,7,False
374,1-day Pass,2025-05-02,19,Male,5,5.32,32.68,76.94,Card,Rock,7,8,3,True
7438,VIP,2025-05-01,31,Male,4,20.59,51.53,82.54,Card,Pop,8,5,7,True
7011,3-day Pass,2025-05-01,26,Male,3,48.36,32.02,45.61,Card,Electronic,8,8,3,False
2776,3-day Pass,2025-05-01,21,Female,4,2.64,57.4,44.81,Cash,Rock,8,10,6,True
3757,VIP,2025-05-01,18,Female,2,35.49,24.23,81.84,Cash,Rock,4,7,1,True
7439,3-day Pass,2025-05-02,30,Male,5,47.45,42.5,24.19,Festival App,Hip-Hop,9,8,2,False
7440,VIP,2025-05-03,24,Female,4,29.98,45.1,17.64,Card,Hip-Hop,1,5,1,True
7441,VIP,2025-05-03,18,Female,1,8.09,6.17,31.95,Card,Pop,3,10,9,True
7442,3-day Pass,2025-05-02,22,Male,3,25.14,46.86,69.14,Cash,Pop,3,8,3,True
7443,1-day Pass,2025-05-01,25,Female,3,32.29,26.9,52.41,Card,Rock,8,10,2,False
7444,3-day Pass,2025-05-02,25,Female,4,19.02,56.69,69.66,Card,Reggaeton,8,7,9,True
1274,3-day Pass,2025-05-01,26,Male,5,10.26,12.19,73.98,Card,Rock,7,10,2,True
7445,3-day Pass,2025-05-03,23,Female,4,26.72,58.74,38.14,Card,Hip-Hop,8,7,9,True
7446,3-day Pass,2025-05-02,21,Male,5,39.39,38.23,5.17,Cash,Hip-Hop,8,10,9,False
3064,3-day Pass,2025-05-01,23,Female,1,0.24,16.75,33.24,Card,Hip-Hop,7,8,4,True
4057,3-day Pass,2025-05-02,22,Other,3,31.41,36.57,20.79,Card,Reggaeton,1,8,3,True
491,VIP,2025-05-01,25,Female,3,1.09,44.23,58.31,Cash,Electronic,6,9,3,True
7447,3-day Pass,2025-05-01,27,Female,4,3.66,54.24,4.07,Card,Rock,2,8,3,False
4499,VIP,2025-05-03,28,Female,3,13.07,25.2,20.73,Card,Electronic,2,8,6,False
7448,3-day Pass,2025-05-01,24,Male,2,1.77,36.54,59.86,Card,Pop,6,8,4,True
7432,3-day Pass,2025-05-01,30,Female,3,7.46,41.24,90.05,Card,Pop,8,6,4,True
7449,3-day Pass,2025-05-01,26,Male,4,37.38,21.74,62.17,Card,Hip-Hop,3,8,6,False
7205,3-day Pass,2025-05-01,21,Female,2,39.37,7.95,22.71,Cash,Pop,8,7,3,True
5483,3-day Pass,2025-05-01,28,Female,3,7.1,30.58,23.46,Card,Pop,8,8,9,True
4411,3-day Pass,2025-05-03,33,Female,3,24.9,21.14,42.29,Cash,Rock,9,6,5,False
2681,3-day Pass,2025-05-03,26,Male,5,46.55,23.41,48.1,Card,Electronic,1,8,5,False
7450,3-day Pass,2025-05-02,30,Male,3,28.98,44.53,24.23,Card,Pop,10,7,7,False
7451,VIP,2025-05-01,21,Female,3,1.86,17.98,25.43,Card,Pop,2,4,6,True
1638,VIP,2025-05-02,26,Male,3,48.55,7.32,46.74,Festival App,Pop,1,9,2,True
2663,VIP,2025-05-01,19,Female,3,11.96,53.4,3.51,Card,Rock,6,10,7,False
4331,VIP,2025-05-03,18,Female,3,21.85,23.14,48.87,Card,Rock,8,8,8,True
989,VIP,2025-05-03,24,Female,3,43.83,12.23,70.1,Card,Hip-Hop,7,9,1,True
2944,3-day Pass,2025-05-01,25,Male,4,3.48,16.03,92.63,Cash,Rock,8,9,2,True
7452,3-day Pass,2025-05-01,29,Male,2,39.22,31.22,30.42,Card,Rock,8,8,2,True
3272,3-day Pass,2025-05-03,18,Female,2,1.71,38.78,54.34,Cash,Hip-Hop,8,7,7,False
1851,1-day Pass,2025-05-03,21,Male,4,2.19,41.72,63.49,Card,Pop,4,8,2,False
5696,3-day Pass,2025-05-01,18,Female,3,43.6,45.84,64.16,Cash,Electronic,8,9,3,True
7167,3-day Pass,2025-05-01,18,Male,3,30.13,28.16,99.64,Card,Rock,9,8,2,True
4333,3-day Pass,2025-05-01,23,Female,3,0.51,51.07,70.85,Card,Rock,8,9,7,True
7453,3-day Pass,2025-05-03,23,Female,4,17.33,48.76,13.96,Card,Rock,9,7,5,True
6291,3-day Pass,2025-05-01,29,Female,2,30.99,35.47,33.89,Card,Reggaeton,9,6,6,True
7454,1-day Pass,2025-05-02,20,Female,2,23.61,25.01,55.72,Cash,Rock,8,2,2,True
7455,VIP,2025-05-03,20,Female,5,42.76,27.17,43.39,Festival App,Pop,3,9,9,True
2161,3-day Pass,2025-05-01,21,Other,3,31.02,3.59,99.54,Cash,Electronic,7,8,4,True
7456,3-day Pass,2025-05-02,21,Male,4,14.31,19.55,25.49,Festival App,Reggaeton,4,9,3,True
7457,1-day Pass,2025-05-03,18,Female,3,36.45,5.27,91.97,Card,Pop,10,8,6,True
7458,1-day Pass,2025-05-01,27,Female,2,0.21,59.55,34.94,Cash,Pop,9,10,9,True
5046,3-day Pass,2025-05-03,31,Female,3,21.36,4.14,3.13,Card,Pop,9,9,4,True
7459,3-day Pass,2025-05-03,29,Female,5,28.52,43.95,75.73,Card,Rock,4,8,6,False
7460,3-day Pass,2025-05-03,18,Female,3,48.82,50.33,72.67,Cash,Rock,8,1,3,True
7461,3-day Pass,2025-05-01,25,Female,5,43.05,17.74,79.26,Card,Reggaeton,7,7,6,True
7462,3-day Pass,2025-05-03,18,Female,2,34.53,5.82,68.76,Card,Electronic,4,8,10,True
1133,3-day Pass,2025-05-03,29,Female,4,4.52,56.59,67.12,Festival App,Reggaeton,9,7,6,True
1591,3-day Pass,2025-05-01,25,Female,5,4.14,19.22,38.28,Card,Rock,8,10,5,True
7463,VIP,2025-05-03,27,Female,4,15.43,14.13,22.49,Cash,Electronic,7,9,7,False
24,3-day Pass,2025-05-02,18,Male,3,37.77,21.69,78.01,Cash,Reggaeton,9,6,6,True
7464,1-day Pass,2025-05-01,18,Male,4,31.69,11.39,98.28,Card,Rock,8,9,5,True
7465,VIP,2025-05-03,24,Female,3,5.88,3.38,25.96,Card,Pop,8,5,9,True
160,3-day Pass,2025-05-02,24,Male,3,35.73,31.96,63.97,Card,Rock,5,6,3,True
7466,VIP,2025-05-01,28,Male,5,23.07,10.78,33.37,Card,Hip-Hop,8,9,5,True
7467,1-day Pass,2025-05-01,28,Female,3,22.34,32.79,5.87,Card,Pop,1,7,4,True
2534,1-day Pass,2025-05-01,28,Female,2,34.97,40.59,45.77,Card,Hip-Hop,9,6,5,True
7468,3-day Pass,2025-05-02,22,Male,3,8.7,45.8,35.7,Card,Rock,8,8,2,True
1956,3-day Pass,2025-05-02,28,Female,2,9.64,59.73,93.84,Card,Hip-Hop,4,10,6,True
2646,3-day Pass,2025-05-02,25,Female,5,34.45,2.39,5.31,Card,Pop,5,10,5,True
4949,3-day Pass,2025-05-02,28,Female,5,14.98,27.72,7.25,Card,Hip-Hop,1,2,3,False
6172,VIP,2025-05-02,24,Male,3,48.35,37.44,16.07,Card,Electronic,2,10,3,False
7469,1-day Pass,2025-05-02,20,Female,3,13.6,12.83,26.54,Card,Hip-Hop,7,8,1,True
7470,3-day Pass,2025-05-02,20,Female,3,47.91,13.17,20.54,Card,Rock,1,9,2,True
6222,1-day Pass,2025-05-02,27,Female,2,28.38,33.12,36.37,Cash,Hip-Hop,8,8,4,True
7471,1-day Pass,2025-05-02,26,Male,4,8.61,28.5,36.56,Cash,Hip-Hop,3,10,7,False
251,3-day Pass,2025-05-01,18,Male,2,21.69,50.71,96.43,Card,Electronic,1,7,8,True
7472,3-day Pass,2025-05-02,32,Male,5,25.16,17.02,52.23,Card,Rock,9,6,8,True
4673,3-day Pass,2025-05-03,18,Female,3,28.82,7.45,46.16,Card,Pop,8,7,5,False
3,1-day Pass,2025-05-02,28,Female,3,10.25,52.22,55.4,Cash,Pop,6,10,6,True
7473,VIP,2025-05-02,28,Male,2,30.22,24.88,23.67,Card,Rock,10,10,7,True
7474,3-day Pass,2025-05-01,31,Male,2,18.45,2.61,4.73,Card,Pop,8,5,6,True
7475,VIP,2025-05-03,29,Female,3,27.24,23.09,12.58,Festival App,Reggaeton,2,7,4,False
114,3-day Pass,2025-05-03,24,Female,2,11.62,6.82,38.08,Cash,Rock,4,10,5,True
309,3-day Pass,2025-05-01,29,Male,3,28.4,27.01,95.24,Cash,Pop,1,7,3,True
4905,VIP,2025-05-01,27,Female,1,15.29,28.52,93.61,Card,Hip-Hop,7,8,4,True
7189,3-day Pass,2025-05-03,26,Female,4,32.14,12.04,55.1,Cash,Hip-Hop,5,8,3,True
5927,VIP,2025-05-03,21,Female,2,26.76,18.37,29.34,Card,Hip-Hop,9,9,3,True
7476,3-day Pass,2025-05-03,30,Female,2,39.62,1.7,23.42,Card,Rock,3,8,2,True
4521,3-day Pass,2025-05-02,29,Male,4,48.94,57.16,40.89,Card,Pop,9,9,5,False
7477,1-day Pass,2025-05-03,25,Male,3,47.65,4.59,22.39,Card,Rock,7,9,2,False
4501,3-day Pass,2025-05-03,20,Female,3,33.53,23.79,51.01,Cash,Hip-Hop,1,7,5,True
1999,3-day Pass,2025-05-01,29,Male,5,37.91,59.77,7.66,Cash,Rock,10,9,7,True
7478,3-day Pass,2025-05-01,25,Male,3,37.15,55.73,55.24,Card,Pop,8,9,6,False
