ticket_id,attendance_date,gender,age,age_group,ticket_type,favourite_genre,group_size,group_type,is_multiday,recommend_to_friend
5277,2025-05-03,Male,28,25-34,3-day Pass,Hip-Hop,4,Group,True,True
2895,2025-05-02,Male,25,25-34,1-day Pass,Reggaeton,4,Group,False,False
7648,2025-05-03,Female,27,25-34,VIP,Rock,3,Group,True,True
7649,2025-05-01,Male,21,18-24,3-day Pass,Rock,2,Couple,True,False
2923,2025-05-02,Male,30,25-34,3-day Pass,Pop,3,Group,True,True
7650,2025-05-02,Male,24,18-24,VIP,Hip-Hop,4,Group,True,True
1666,2025-05-01,Male,26,25-34,1-day Pass,Rock,3,Group,False,True
5471,2025-05-02,Female,20,18-24,3-day Pass,Rock,5,Group,True,True
1653,2025-05-01,Male,18,18-24,VIP,Reggaeton,1,Individual,True,True
7651,2025-05-02,Female,30,25-34,VIP,Hip-Hop,4,Group,True,True
3272,2025-05-02,Male,18,18-24,3-day Pass,Reggaeton,5,Group,True,False
7652,2025-05-02,Female,28,25-34,1-day Pass,Rock,3,Group,False,False
6077,2025-05-03,Female,19,18-24,3-day Pass,Pop,4,Group,True,False
4509,2025-05-02,Female,24,18-24,3-day Pass,Rock,2,Couple,True,False
1216,2025-05-02,Female,25,25-34,VIP,Rock,5,Group,True,True
802,2025-05-03,Other,26,25-34,3-day Pass,Hip-Hop,3,Group,True,False
6761,2025-05-02,Female,22,18-24,VIP,Rock,3,Group,True,True
4938,2025-05-02,Female,27,25-34,1-day Pass,Rock,3,Group,False,True
7653,2025-05-02,Female,18,18-24,3-day Pass,Electronic,1,Individual,True,True
1181,2025-05-01,Other,23,18-24,VIP,Rock,2,Couple,True,True
6783,2025-05-02,Male,18,18-24,VIP,Hip-Hop,2,Couple,True,False
7654,2025-05-01,Female,29,25-34,3-day Pass,Hip-Hop,4,Group,True,False
7655,2025-05-01,Male,29,25-34,1-day Pass,Hip-Hop,3,Group,False,False
7656,2025-05-02,Female,29,25-34,1-day Pass,Pop,3,Group,False,True
7505,2025-05-03,Male,30,25-34,1-day Pass,Rock,4,Group,False,True
7657,2025-05-01,Female,26,25-34,VIP,Reggaeton,2,Couple,True,True
7658,2025-05-01,Female,24,18-24,1-day Pass,Electronic,2,Couple,False,False
7659,2025-05-01,Other,22,18-24,3-day Pass,Pop,4,Group,True,False
2300,2025-05-01,Female,19,18-24,1-day Pass,Hip-Hop,3,Group,False,True
3977,2025-05-03,Female,25,25-34,1-day Pass,Pop,4,Group,False,True
4849,2025-05-03,Female,24,18-24,3-day Pass,Electronic,4,Group,True,False
1863,2025-05-02,Female,28,25-34,1-day Pass,Rock,4,Group,False,True
7660,2025-05-02,Male,27,25-34,3-day Pass,Pop,1,Individual,True,False
7661,2025-05-01,Male,23,18-24,1-day Pass,Pop,4,Group,False,True
4372,2025-05-01,Male,18,18-24,1-day Pass,Rock,5,Group,False,False
7662,2025-05-02,Female,26,25-34,1-day Pass,Rock,1,Individual,False,True
5320,2025-05-02,Female,20,18-24,3-day Pass,Pop,5,Group,True,True
1359,2025-05-03,Female,25,25-34,3-day Pass,Hip-Hop,3,Group,True,False
7663,2025-05-01,Male,18,18-24,3-day Pass,Hip-Hop,1,Individual,True,False
7257,2025-05-01,Female,18,18-24,3-day Pass,Pop,3,Group,True,False
7664,2025-05-02,Female,22,18-24,1-day Pass,Rock,3,Group,False,True
7665,2025-05-03,Female,29,25-34,VIP,Electronic,4,Group,True,True
5308,2025-05-02,Male,32,25-34,1-day Pass,Pop,3,Group,False,True
7666,2025-05-02,Female,31,25-34,3-day Pass,Reggaeton,2,Couple,True,False
7667,2025-05-02,Female,23,18-24,VIP,Reggaeton,3,Group,True,True
5466,2025-05-03,Female,18,18-24,3-day Pass,Pop,3,Group,True,False
42,2025-05-01,Female,24,18-24,VIP,Pop,3,Group,True,False
7668,2025-05-01,Male,19,18-24,VIP,Electronic,2,Couple,True,True
2903,2025-05-01,Female,18,18-24,VIP,Pop,3,Group,True,True
4760,2025-05-01,Female,19,18-24,3-day Pass,Pop,3,Group,True,True
7669,2025-05-02,Female,24,18-24,1-day Pass,Hip-Hop,3,Group,False,True
7670,2025-05-01,Female,18,18-24,3-day Pass,Hip-Hop,2,Couple,True,False
4780,2025-05-02,Female,20,18-24,3-day Pass,Rock,4,Group,True,True
7671,2025-05-02,Male,26,25-34,3-day Pass,Rock,5,Group,True,False
7672,2025-05-01,Male,22,18-24,1-day Pass,Hip-Hop,3,Group,False,True
6004,2025-05-03,Male,28,25-34,3-day Pass,Hip-Hop,5,Group,True,True
4399,2025-05-02,Female,26,25-34,3-day Pass,Hip-Hop,4,Group,True,False
7673,2025-05-03,Female,27,25-34,3-day Pass,Pop,3,Group,True,False
5720,2025-05-03,Male,29,25-34,3-day Pass,Electronic,3,Group,True,True
7543,2025-05-02,Male,22,18-24,VIP,Pop,5,Group,True,True
2710,2025-05-03,Female,22,18-24,1-day Pass,Hip-Hop,2,Couple,False,True
7674,2025-05-01,Female,20,18-24,VIP,Rock,4,Group,True,True
7675,2025-05-02,Other,23,18-24,1-day Pass,Pop,5,Group,False,False
7488,2025-05-01,Female,21,18-24,1-day Pass,Rock,5,Group,False,False
3106,2025-05-03,Male,28,25-34,VIP,Pop,5,Group,True,False
3919,2025-05-01,Female,29,25-34,1-day Pass,Rock,2,Couple,False,True
7676,2025-05-02,Female,28,25-34,3-day Pass,Pop,3,Group,True,True
7677,2025-05-03,Female,29,25-34,3-day Pass,Hip-Hop,4,Group,True,True
7678,2025-05-03,Male,18,18-24,3-day Pass,Rock,3,Group,True,True
7679,2025-05-01,Female,21,18-24,3-day Pass,Hip-Hop,2,Couple,True,True
7680,2025-05-03,Female,24,18-24,3-day Pass,Pop,3,Group,True,False
7681,2025-05-01,Female,18,18-24,VIP,Pop,3,Group,True,True
7682,2025-05-01,Male,26,25-34,3-day Pass,Rock,1,Individual,True,False
3453,2025-05-01,Female,28,25-34,3-day Pass,Rock,4,Group,True,True
3103,2025-05-01,Female,18,18-24,3-day Pass,Electronic,2,Couple,True,False
6416,2025-05-03,Male,19,18-24,1-day Pass,Rock,2,Couple,False,False
7091,2025-05-02,Male,29,25-34,3-day Pass,Hip-Hop,4,Group,True,True
7683,2025-05-01,Male,30,25-34,3-day Pass,Pop,4,Group,True,True
6487,2025-05-03,Female,32,25-34,1-day Pass,Rock,5,Group,False,True
7684,2025-05-02,Male,33,25-34,VIP,Rock,3,Group,True,False
7685,2025-05-03,Male,24,18-24,1-day Pass,Rock,4,Group,False,True
117,2025-05-03,Male,18,18-24,1-day Pass,Rock,2,Couple,False,False
7686,2025-05-01,Male,31,25-34,3-day Pass,Reggaeton,4,Group,True,False
7687,2025-05-02,Female,21,18-24,1-day Pass,Rock,1,Individual,False,False
7688,2025-05-02,Female,26,25-34,VIP,Rock,1,Individual,True,True
1394,2025-05-01,Female,18,18-24,1-day Pass,Rock,5,Group,False,False
2593,2025-05-02,Male,25,25-34,3-day Pass,Electronic,5,Group,True,True
4333,2025-05-03,Male,21,18-24,3-day Pass,Rock,1,Individual,True,True
7689,2025-05-02,Female,27,25-34,1-day Pass,Pop,3,Group,False,True
3316,2025-05-02,Female,29,25-34,3-day Pass,Electronic,3,Group,True,False
1547,2025-05-02,Male,18,18-24,VIP,Pop,5,Group,True,True
2326,2025-05-03,Female,18,18-24,1-day Pass,Hip-Hop,2,Couple,False,True
7585,2025-05-02,Male,22,18-24,VIP,Rock,2,Couple,True,False
6615,2025-05-01,Female,23,18-24,3-day Pass,Pop,4,Group,True,True
7205,2025-05-02,Female,28,25-34,VIP,Electronic,3,Group,True,True
7690,2025-05-02,Female,18,18-24,3-day Pass,Pop,2,Couple,True,True
7691,2025-05-03,Female,25,25-34,3-day Pass,Hip-Hop,5,Group,True,True
4065,2025-05-03,Female,25,25-34,1-day Pass,Rock,4,Group,False,True
7692,2025-05-01,Other,23,18-24,1-day Pass,Hip-Hop,2,Couple,False,True
7693,2025-05-03,Female,19,18-24,1-day Pass,Reggaeton,3,Group,False,True
7694,2025-05-02,Male,18,18-24,VIP,Rock,5,Group,True,True
7695,2025-05-01,Female,18,18-24,3-day Pass,Rock,2,Couple,True,True
7696,2025-05-03,Female,18,18-24,1-day Pass,Pop,4,Group,False,False
308,2025-05-02,Male,20,18-24,3-day Pass,Hip-Hop,2,Couple,True,False
7383,2025-05-03,Male,27,25-34,VIP,Rock,2,Couple,True,True
957,2025-05-03,Female,27,25-34,3-day Pass,Hip-Hop,2,Couple,True,True
1386,2025-05-02,Male,18,18-24,VIP,Rock,2,Couple,True,True
7697,2025-05-02,Female,23,18-24,3-day Pass,Pop,5,Group,True,False
7698,2025-05-03,Male,23,18-24,3-day Pass,Rock,1,Individual,True,True
7699,2025-05-03,Female,25,25-34,3-day Pass,Rock,5,Group,True,True
7700,2025-05-03,Male,23,18-24,3-day Pass,Hip-Hop,5,Group,True,True
3779,2025-05-01,Female,29,25-34,1-day Pass,Hip-Hop,3,Group,False,True
1633,2025-05-02,Male,26,25-34,3-day Pass,Rock,4,Group,True,True
7701,2025-05-03,Male,27,25-34,VIP,Pop,2,Couple,True,False
6112,2025-05-03,Other,31,25-34,VIP,Rock,4,Group,True,True
5989,2025-05-03,Female,18,18-24,1-day Pass,Reggaeton,5,Group,False,True
7702,2025-05-01,Female,29,25-34,3-day Pass,Hip-Hop,3,Group,True,True
4842,2025-05-03,Male,26,25-34,1-day Pass,Pop,4,Group,False,True
7703,2025-05-02,Female,18,18-24,VIP,Rock,3,Group,True,True
1288,2025-05-02,Male,21,18-24,3-day Pass,Reggaeton,2,Couple,True,True
7704,2025-05-03,Male,18,18-24,3-day Pass,Rock,5,Group,True,True
7705,2025-05-03,Female,23,18-24,3-day Pass,Rock,1,Individual,True,True
7706,2025-05-01,Female,22,18-24,1-day Pass,Rock,3,Group,False,True
7707,2025-05-03,Female,21,18-24,3-day Pass,Rock,1,Individual,True,True
2109,2025-05-03,Female,27,25-34,VIP,Reggaeton,2,Couple,True,True
7708,2025-05-03,Female,18,18-24,1-day Pass,Electronic,3,Group,False,True
7709,2025-05-02,Male,29,25-34,3-day Pass,Electronic,4,Group,True,True
7710,2025-05-01,Other,27,25-34,3-day Pass,Rock,5,Group,True,False
7711,2025-05-02,Male,18,18-24,VIP,Pop,4,Group,True,True
7712,2025-05-01,Male,28,25-34,3-day Pass,Rock,5,Group,True,False
1561,2025-05-01,Male,28,25-34,1-day Pass,Hip-Hop,3,Group,False,False
7666,2025-05-01,Female,27,25-34,VIP,Electronic,3,Group,True,True
7713,2025-05-03,Male,18,18-24,3-day Pass,Rock,4,Group,True,False
6976,2025-05-01,Male,29,25-34,VIP,Reggaeton,4,Group,True,False
7714,2025-05-03,Male,30,25-34,3-day Pass,Rock,3,Group,True,True
7715,2025-05-01,Female,20,18-24,3-day Pass,Rock,3,Group,True,True
7716,2025-05-03,Male,23,18-24,VIP,Rock,3,Group,True,True
7717,2025-05-03,Female,18,18-24,1-day Pass,Rock,2,Couple,False,False
949,2025-05-02,Female,29,25-34,3-day Pass,Pop,3,Group,True,False
7718,2025-05-02,Female,20,18-24,3-day Pass,Electronic,3,Group,True,False
6056,2025-05-01,Male,22,18-24,3-day Pass,Pop,4,Group,True,True
7719,2025-05-03,Other,21,18-24,3-day Pass,Rock,2,Couple,True,True
6156,2025-05-03,Male,18,18-24,1-day Pass,Rock,3,Group,False,False
3345,2025-05-02,Female,30,25-34,3-day Pass,Rock,5,Group,True,True
7720,2025-05-03,Female,22,18-24,3-day Pass,Reggaeton,4,Group,True,True
7721,2025-05-02,Other,21,18-24,3-day Pass,Hip-Hop,1,Individual,True,True
7722,2025-05-01,Male,21,18-24,3-day Pass,Rock,2,Couple,True,False
7723,2025-05-02,Female,33,25-34,3-day Pass,Hip-Hop,5,Group,True,True
7724,2025-05-02,Male,24,18-24,3-day Pass,Hip-Hop,3,Group,True,True
6246,2025-05-01,Male,31,25-34,3-day Pass,Rock,3,Group,True,False
7725,2025-05-01,Male,18,18-24,3-day Pass,Rock,5,Group,True,True
7726,2025-05-03,Female,28,25-34,3-day Pass,Electronic,3,Group,True,False
7727,2025-05-01,Male,18,18-24,VIP,Hip-Hop,3,Group,True,False
5349,2025-05-02,Male,27,25-34,1-day Pass,Electronic,5,Group,False,True
3194,2025-05-01,Male,31,25-34,VIP,Hip-Hop,4,Group,True,False
4490,2025-05-02,Female,27,25-34,1-day Pass,Reggaeton,4,Group,False,False
7728,2025-05-01,Female,20,18-24,VIP,Pop,4,Group,True,False
1888,2025-05-02,Female,18,18-24,3-day Pass,Rock,3,Group,True,False
7729,2025-05-02,Male,23,18-24,3-day Pass,Electronic,5,Group,True,True
975,2025-05-01,Female,25,25-34,3-day Pass,Hip-Hop,3,Group,True,False
4507,2025-05-02,Male,33,25-34,1-day Pass,Hip-Hop,1,Individual,False,True
7730,2025-05-02,Female,20,18-24,3-day Pass,Hip-Hop,3,Group,True,True
7731,2025-05-02,Female,25,25-34,3-day Pass,Rock,1,Individual,True,False
7037,2025-05-01,Female,24,18-24,3-day Pass,Rock,3,Group,True,False
5706,2025-05-01,Female,29,25-34,3-day Pass,Pop,3,Group,True,False
6973,2025-05-01,Female,27,25-34,3-day Pass,Pop,2,Couple,True,True
3872,2025-05-03,Male,29,25-34,VIP,Pop,3,Group,True,False
5284,2025-05-01,Female,18,18-24,3-day Pass,Hip-Hop,2,Couple,True,True
6929,2025-05-03,Other,27,25-34,VIP,Pop,5,Group,True,True
7732,2025-05-02,Female,29,25-34,VIP,Rock,4,Group,True,True
7733,2025-05-01,Other,27,25-34,3-day Pass,Rock,1,Individual,True,True
7257,2025-05-03,Male,27,25-34,1-day Pass,Pop,3,Group,False,True
925,2025-05-01,Female,26,25-34,1-day Pass,Electronic,2,Couple,False,True
4332,2025-05-03,Female,18,18-24,3-day Pass,Hip-Hop,2,Couple,True,True
5069,2025-05-02,Female,28,25-34,3-day Pass,Electronic,5,Group,True,True
2432,2025-05-02,Male,30,25-34,3-day Pass,Electronic,3,Group,True,True
7734,2025-05-01,Female,31,25-34,VIP,Rock,1,Individual,True,True
7735,2025-05-01,Other,18,18-24,VIP,Reggaeton,2,Couple,True,False
4613,2025-05-01,Male,25,25-34,3-day Pass,Rock,5,Group,True,False
7736,2025-05-02,Male,27,25-34,3-day Pass,Pop,2,Couple,True,True
7737,2025-05-03,Female,32,25-34,VIP,Electronic,2,Couple,True,True
7738,2025-05-01,Other,28,25-34,1-day Pass,Pop,5,Group,False,True
7739,2025-05-03,Male,24,18-24,3-day Pass,Electronic,3,Group,True,True
7740,2025-05-01,Male,25,25-34,VIP,Rock,1,Individual,True,True
7510,2025-05-03,Male,18,18-24,3-day Pass,Rock,4,Group,True,False
7741,2025-05-03,Female,26,25-34,1-day Pass,Pop,3,Group,False,False
1531,2025-05-01,Male,21,18-24,1-day Pass,Reggaeton,5,Group,False,False
7742,2025-05-03,Female,27,25-34,3-day Pass,Hip-Hop,5,Group,True,True
7743,2025-05-01,Female,19,18-24,3-day Pass,Hip-Hop,1,Individual,True,True
1969,2025-05-02,Female,32,25-34,3-day Pass,Pop,4,Group,True,True
6640,2025-05-02,Female,29,25-34,3-day Pass,Rock,3,Group,True,True
4563,2025-05-01,Female,27,25-34,3-day Pass,Pop,4,Group,True,True
3869,2025-05-02,Male,26,25-34,3-day Pass,Electronic,2,Couple,True,True
7744,2025-05-03,Female,25,25-34,3-day Pass,Rock,2,Couple,True,True
1397,2025-05-02,Male,21,18-24,VIP,Rock,3,Group,True,True
7745,2025-05-02,Female,23,18-24,3-day Pass,Rock,5,Group,True,True
7127,2025-05-03,Female,27,25-34,VIP,Pop,5,Group,True,True
2794,2025-05-02,Male,27,25-34,1-day Pass,Pop,4,Group,False,True
7746,2025-05-01,Male,28,25-34,VIP,Hip-Hop,4,Group,True,True
6906,2025-05-02,Female,23,18-24,3-day Pass,Reggaeton,2,Couple,True,True
7747,2025-05-02,Female,30,25-34,3-day Pass,Pop,4,Group,True,True
3862,2025-05-02,Female,18,18-24,3-day Pass,Hip-Hop,2,Couple,True,True
5932,2025-05-03,Male,20,18-24,3-day Pass,Pop,1,Individual,True,True
7748,2025-05-03,Male,29,25-34,3-day Pass,Reggaeton,3,Group,True,True
7749,2025-05-01,Male,29,25-34,3-day Pass,Pop,5,Group,True,True
4529,2025-05-03,Female,23,18-24,3-day Pass,Electronic,2,Couple,True,True
6839,2025-05-01,Female,22,18-24,VIP,Rock,4,Group,True,True
4088,2025-05-01,Female,18,18-24,3-day Pass,Reggaeton,3,Group,True,True
3892,2025-05-02,Male,25,25-34,VIP,Pop,5,Group,True,True
7750,2025-05-01,Male,29,25-34,1-day Pass,Pop,5,Group,False,False
2606,2025-05-02,Female,26,25-34,1-day Pass,Rock,1,Individual,False,True
3419,2025-05-02,Female,20,18-24,3-day Pass,Reggaeton,4,Group,True,False
7751,2025-05-01,Male,30,25-34,1-day Pass,Pop,4,Group,False,False
1749,2025-05-02,Female,28,25-34,1-day Pass,Rock,1,Individual,False,True
7752,2025-05-01,Female,26,25-34,VIP,Rock,4,Group,True,False
7753,2025-05-02,Female,27,25-34,3-day Pass,Pop,1,Individual,True,True
6602,2025-05-02,Male,21,18-24,3-day Pass,Pop,2,Couple,True,True
3405,2025-05-02,Male,28,25-34,3-day Pass,Rock,3,Group,True,False
7652,2025-05-03,Male,28,25-34,3-day Pass,Rock,5,Group,True,False
7754,2025-05-02,Male,30,25-34,VIP,Reggaeton,1,Individual,True,True
543,2025-05-03,Other,22,18-24,3-day Pass,Hip-Hop,2,Couple,True,True
1828,2025-05-01,Male,26,25-34,3-day Pass,Hip-Hop,2,Couple,True,False
1962,2025-05-02,Male,18,18-24,1-day Pass,Pop,3,Group,False,True
3994,2025-05-02,Female,28,25-34,3-day Pass,Rock,3,Group,True,True
2232,2025-05-03,Male,24,18-24,VIP,Pop,1,Individual,True,True
7755,2025-05-03,Female,28,25-34,3-day Pass,Rock,5,Group,True,False
7091,2025-05-01,Female,30,25-34,3-day Pass,Rock,3,Group,True,True
1358,2025-05-02,Female,21,18-24,3-day Pass,Rock,3,Group,True,False
409,2025-05-01,Male,30,25-34,3-day Pass,Rock,2,Couple,True,False
1697,2025-05-02,Other,28,25-34,3-day Pass,Rock,3,Group,True,False
7756,2025-05-03,Female,23,18-24,3-day Pass,Rock,4,Group,True,False
2188,2025-05-01,Male,24,18-24,3-day Pass,Rock,4,Group,True,True
4368,2025-05-01,Female,24,18-24,VIP,Pop,3,Group,True,True
7757,2025-05-02,Other,27,25-34,1-day Pass,Rock,3,Group,False,True
3449,2025-05-01,Male,18,18-24,VIP,Hip-Hop,5,Group,True,True
2488,2025-05-02,Male,29,25-34,VIP,Rock,3,Group,True,True
7758,2025-05-03,Female,28,25-34,3-day Pass,Pop,5,Group,True,True
5605,2025-05-01,Male,26,25-34,3-day Pass,Pop,5,Group,True,False
7759,2025-05-01,Female,29,25-34,3-day Pass,Rock,5,Group,True,True
7760,2025-05-02,Male,30,25-34,3-day Pass,Rock,3,Group,True,True
7400,2025-05-03,Male,18,18-24,3-day Pass,Rock,5,Group,True,False
7242,2025-05-01,Female,26,25-34,3-day Pass,Hip-Hop,5,Group,True,True
7761,2025-05-03,Male,23,18-24,VIP,Reggaeton,5,Group,True,True
7338,2025-05-02,Male,23,18-24,3-day Pass,Pop,4,Group,True,True
3300,2025-05-01,Female,20,18-24,3-day Pass,Hip-Hop,2,Couple,True,False
7762,2025-05-03,Male,28,25-34,3-day Pass,Pop,3,Group,True,True
1194,2025-05-03,Male,25,25-34,3-day Pass,Hip-Hop,1,Individual,True,False
7763,2025-05-02,Other,19,18-24,3-day Pass,Pop,3,Group,True,False
7764,2025-05-01,Male,28,25-34,3-day Pass,Hip-Hop,2,Couple,True,True
6674,2025-05-02,Female,29,25-34,1-day Pass,Hip-Hop,4,Group,False,True
5482,2025-05-02,Male,18,18-24,VIP,Rock,2,Couple,True,False
6139,2025-05-01,Female,28,25-34,3-day Pass,Rock,4,Group,True,False
7765,2025-05-01,Other,28,25-34,3-day Pass,Reggaeton,5,Group,True,True
4075,2025-05-03,Male,25,25-34,1-day Pass,Electronic,5,Group,False,True
7048,2025-05-02,Female,24,18-24,3-day Pass,Rock,5,Group,True,False
4974,2025-05-03,Male,21,18-24,3-day Pass,Pop,1,Individual,True,True
2822,2025-05-01,Female,26,25-34,3-day Pass,Rock,4,Group,True,True
2767,2025-05-03,Male,27,25-34,3-day Pass,Reggaeton,5,Group,True,True
7766,2025-05-01,Female,29,25-34,3-day Pass,Electronic,2,Couple,True,False
7767,2025-05-01,Female,26,25-34,VIP,Rock,4,Group,True,True
3002,2025-05-02,Male,23,18-24,3-day Pass,Rock,3,Group,True,True
561,2025-05-01,Female,26,25-34,3-day Pass,Pop,3,Group,True,False
7768,2025-05-02,Female,18,18-24,3-day Pass,Hip-Hop,3,Group,True,True
7769,2025-05-03,Male,18,18-24,VIP,Reggaeton,4,Group,True,True
7770,2025-05-03,Female,28,25-34,3-day Pass,Reggaeton,3,Group,True,True
767,2025-05-03,Female,20,18-24,1-day Pass,Hip-Hop,2,Couple,False,True
4268,2025-05-02,Female,18,18-24,1-day Pass,Rock,3,Group,False,True
7771,2025-05-03,Male,27,25-34,3-day Pass,Rock,5,Group,True,False
1207,2025-05-03,Female,23,18-24,3-day Pass,Rock,5,Group,True,True
7772,2025-05-01,Female,18,18-24,VIP,Reggaeton,2,Couple,True,True
7773,2025-05-02,Female,23,18-24,3-day Pass,Reggaeton,4,Group,True,False
461,2025-05-02,Female,22,18-24,VIP,Reggaeton,3,Group,True,True
7774,2025-05-01,Female,20,18-24,3-day Pass,Rock,2,Couple,True,True
7775,2025-05-01,Female,28,25-34,3-day Pass,Rock,1,Individual,True,True
5936,2025-05-01,Male,22,18-24,1-day Pass,Rock,3,Group,False,True
7776,2025-05-01,Female,22,18-24,1-day Pass,Pop,1,Individual,False,True
7777,2025-05-01,Female,21,18-24,1-day Pass,Reggaeton,2,Couple,False,True
7778,2025-05-01,Female,30,25-34,1-day Pass,Electronic,1,Individual,False,True
6658,2025-05-01,Male,21,18-24,VIP,Pop,4,Group,True,False
1109,2025-05-02,Female,18,18-24,3-day Pass,Pop,4,Group,True,True
1753,2025-05-03,Female,30,25-34,1-day Pass,Rock,4,Group,False,True
63,2025-05-03,Female,29,25-34,VIP,Pop,1,Individual,True,False
7779,2025-05-03,Male,24,18-24,3-day Pass,Pop,5,Group,True,False
7780,2025-05-03,Female,29,25-34,1-day Pass,Rock,1,Individual,False,True
7781,2025-05-01,Female,29,25-34,3-day Pass,Pop,1,Individual,True,True
5210,2025-05-03,Male,27,25-34,VIP,Pop,4,Group,True,True
603,2025-05-03,Other,23,18-24,3-day Pass,Pop,3,Group,True,True
7782,2025-05-01,Female,19,18-24,VIP,Electronic,5,Group,True,True
7783,2025-05-01,Male,18,18-24,1-day Pass,Hip-Hop,5,Group,False,False
7537,2025-05-02,Female,23,18-24,VIP,Hip-Hop,4,Group,True,True
7784,2025-05-03,Female,31,25-34,3-day Pass,Rock,3,Group,True,True
6011,2025-05-02,Other,28,25-34,3-day Pass,Reggaeton,4,Group,True,False
7785,2025-05-02,Female,29,25-34,1-day Pass,Rock,5,Group,False,True
7786,2025-05-01,Female,33,25-34,3-day Pass,Rock,3,Group,True,True
7787,2025-05-03,Male,29,25-34,3-day Pass,Rock,4,Group,True,False
7788,2025-05-01,Female,18,18-24,3-day Pass,Reggaeton,5,Group,True,True
7055,2025-05-02,Male,24,18-24,1-day Pass,Rock,5,Group,False,True
5904,2025-05-02,Female,28,25-34,VIP,Pop,5,Group,True,True
4328,2025-05-03,Male,26,25-34,1-day Pass,Rock,3,Group,False,False
7789,2025-05-01,Male,22,18-24,3-day Pass,Rock,3,Group,True,False
7790,2025-05-03,Male,21,18-24,1-day Pass,Hip-Hop,4,Group,False,True
7791,2025-05-03,Male,23,18-24,VIP,Reggaeton,4,Group,True,False
3133,2025-05-03,Female,21,18-24,3-day Pass,Rock,2,Couple,True,True
7792,2025-05-03,Female,27,25-34,3-day Pass,Pop,2,Couple,True,True
7793,2025-05-01,Female,19,18-24,VIP,Hip-Hop,4,Group,True,True
7794,2025-05-02,Male,30,25-34,VIP,Rock,4,Group,True,True
3959,2025-05-01,Female,30,25-34,3-day Pass,Hip-Hop,3,Group,True,False
7795,2025-05-02,Female,29,25-34,3-day Pass,Rock,5,Group,True,False
4121,2025-05-01,Female,26,25-34,3-day Pass,Hip-Hop,5,Group,True,True
6638,2025-05-01,Male,22,18-24,3-day Pass,Pop,5,Group,True,True
2018,2025-05-03,Female,26,25-34,3-day Pass,Rock,4,Group,True,True
7796,2025-05-01,Male,24,18-24,VIP,Rock,2,Couple,True,False
581,2025-05-03,Male,20,18-24,3-day Pass,Rock,4,Group,True,True
695,2025-05-01,Female,21,18-24,3-day Pass,Pop,2,Couple,True,False
190,2025-05-02,Female,27,25-34,3-day Pass,Hip-Hop,3,Group,True,True
3231,2025-05-03,Other,26,25-34,3-day Pass,Hip-Hop,3,Group,True,False
7797,2025-05-03,Female,29,25-34,3-day Pass,Pop,3,Group,True,True
7798,2025-05-02,Female,31,25-34,VIP,Electronic,3,Group,True,False
5505,2025-05-03,Female,22,18-24,1-day Pass,Pop,4,Group,False,True
7799,2025-05-02,Male,18,18-24,VIP,Pop,5,Group,True,False
4500,2025-05-03,Female,22,18-24,3-day Pass,Pop,4,Group,True,True
7800,2025-05-03,Male,20,18-24,3-day Pass,Pop,4,Group,True,False
7801,2025-05-02,Male,18,18-24,3-day Pass,Electronic,5,Group,True,True
3500,2025-05-01,Male,26,25-34,3-day Pass,Rock,3,Group,True,False
7802,2025-05-02,Male,26,25-34,3-day Pass,Pop,3,Group,True,True
1270,2025-05-01,Female,29,25-34,3-day Pass,Rock,3,Group,True,True
4125,2025-05-02,Female,27,25-34,3-day Pass,Rock,5,Group,True,True
7803,2025-05-03,Male,18,18-24,3-day Pass,Rock,4,Group,True,True
3949,2025-05-03,Male,21,18-24,VIP,Pop,4,Group,True,True
6037,2025-05-02,Female,22,18-24,1-day Pass,Pop,4,Group,False,False
7804,2025-05-02,Other,32,25-34,VIP,Rock,1,Individual,True,True
7805,2025-05-01,Male,25,25-34,1-day Pass,Reggaeton,3,Group,False,True
7478,2025-05-03,Female,27,25-34,3-day Pass,Rock,2,Couple,True,True
4403,2025-05-03,Female,31,25-34,3-day Pass,Reggaeton,5,Group,True,True
7806,2025-05-01,Male,21,18-24,3-day Pass,Pop,4,Group,True,True
1992,2025-05-02,Male,28,25-34,1-day Pass,Rock,4,Group,False,True
7807,2025-05-01,Male,18,18-24,VIP,Rock,3,Group,True,False
7808,2025-05-01,Female,25,25-34,3-day Pass,Pop,5,Group,True,False
7809,2025-05-03,Male,18,18-24,3-day Pass,Hip-Hop,5,Group,True,True
4593,2025-05-02,Male,26,25-34,1-day Pass,Reggaeton,4,Group,False,True
5572,2025-05-03,Male,28,25-34,3-day Pass,Rock,4,Group,True,False
5924,2025-05-01,Female,24,18-24,3-day Pass,Electronic,4,Group,True,False
7810,2025-05-02,Male,28,25-34,1-day Pass,Rock,3,Group,False,True
7811,2025-05-02,Male,25,25-34,3-day Pass,Pop,4,Group,True,True
3959,2025-05-02,Female,32,25-34,1-day Pass,Pop,4,Group,False,False
2299,2025-05-03,Female,30,25-34,3-day Pass,Rock,4,Group,True,False
7812,2025-05-03,Female,21,18-24,3-day Pass,Reggaeton,5,Group,True,False
676,2025-05-03,Female,23,18-24,3-day Pass,Rock,3,Group,True,False
7813,2025-05-02,Male,21,18-24,3-day Pass,Rock,3,Group,True,False
7814,2025-05-02,Male,28,25-34,VIP,Pop,4,Group,True,True
7815,2025-05-02,Female,28,25-34,3-day Pass,Hip-Hop,5,Group,True,True
