ticket_id,ticket_type,attendance_date,age,gender,group_size,food_expense,drink_expense,merch_expense,payment_method,favourite_genre,satisfaction_rating,security_rating,cleanliness_rating,recommend_to_friend,spent_that_day,mean_rating,is_multiday,age_group,satisfaction_level,cleanliness_level,security_level,group_type
3543,3-day Pass,2025-05-03,28,Male,3,30.45,30.89,48.33,Card,Electronic,6.5,7.0,5.5,True,109.67,6.33,True,25-34,Medium,Medium,Medium,Group
7119,3-day Pass,2025-05-01,19,Male,3,14.83,52.52,99.23,Card,Hip-Hop,6.67,7.0,4.33,True,166.58,6.0,True,18-24,Medium,Low,Medium,Group
4925,3-day Pass,2025-05-02,26,Female,5,22.82,29.96,90.37,Card,Rock,8.0,8.5,9.0,False,143.15,8.5,True,25-34,Medium,High,High,Group
8033,1-day Pass,2025-05-01,18,Female,2,18.51,45.76,80.11,Cash,Electronic,5.5,10.0,3.0,True,144.38,6.17,False,18-24,Medium,Low,High,Couple
8484,3-day Pass,2025-05-03,24,Female,3,37.52,49.62,76.27,Cash,Reggaeton,5.0,7.0,6.0,True,163.41,6.0,True,18-24,Low,Medium,Medium,Group
8485,1-day Pass,2025-05-02,28,Female,3,16.86,51.15,35.28,Cash,Rock,8.0,10.0,5.0,True,103.29,7.67,False,25-34,Medium,Low,High,Group
2220,3-day Pass,2025-05-03,21,Female,3,29.66,54.41,30.23,Card,Rock,6.0,7.0,6.5,True,114.3,6.5,True,18-24,Medium,Medium,Medium,Group
5822,1-day Pass,2025-05-03,18,Other,5,46.06,49.53,96.35,Card,Pop,7.0,9.0,4.0,False,191.94,6.67,False,18-24,Medium,Low,High,Group
8486,1-day Pass,2025-05-02,28,Male,3,33.87,39.54,55.71,Card,Rock,8.0,5.0,3.0,True,129.12,5.33,False,25-34,Medium,Low,Low,Group
5207,VIP,2025-05-02,26,Female,4,49.79,39.73,30.98,Card,Rock,3.0,8.0,6.5,True,120.5,5.83,True,25-34,Low,Medium,Medium,Group
7419,3-day Pass,2025-05-02,28,Male,3,12.57,12.23,16.98,Card,Rock,7.5,8.5,3.5,True,41.78,6.5,True,25-34,Medium,Low,High,Group
406,3-day Pass,2025-05-01,19,Male,3,5.0,58.72,2.77,Cash,Rock,5.67,6.67,5.33,False,66.49,5.89,True,18-24,Medium,Medium,Medium,Group
8487,VIP,2025-05-01,27,Other,4,34.68,55.87,49.58,Card,Rock,4.0,7.0,10.0,True,140.13,7.0,True,25-34,Low,High,Medium,Group
8488,3-day Pass,2025-05-01,26,Female,1,4.03,54.37,33.87,Card,Rock,8.0,9.0,7.0,True,92.27,8.0,True,25-34,Medium,Medium,High,Individual
6792,1-day Pass,2025-05-03,21,Female,3,30.74,38.45,92.26,Card,Rock,6.0,8.0,5.5,True,161.45,6.5,False,18-24,Medium,Medium,Medium,Group
1836,3-day Pass,2025-05-01,24,Male,2,7.02,55.76,17.7,Card,Electronic,4.67,7.33,4.33,True,80.48,5.44,True,18-24,Low,Low,Medium,Couple
8489,1-day Pass,2025-05-01,21,Male,3,8.55,38.93,52.08,Card,Electronic,2.0,6.5,6.0,True,99.56,4.83,False,18-24,Low,Medium,Medium,Group
8490,3-day Pass,2025-05-02,21,Male,4,0.42,42.27,72.02,Cash,Pop,7.0,8.0,8.0,False,114.71,7.67,True,18-24,Medium,Medium,Medium,Group
8491,3-day Pass,2025-05-03,18,Male,2,24.39,54.09,56.94,Card,Pop,8.0,8.0,2.0,True,135.42,6.0,True,18-24,Medium,Low,Medium,Couple
3086,1-day Pass,2025-05-02,18,Female,3,14.32,49.43,39.91,Card,Electronic,3.0,8.5,5.0,False,103.66,5.5,False,18-24,Low,Low,High,Group
3035,3-day Pass,2025-05-02,29,Male,5,14.02,6.25,25.41,Card,Rock,4.0,8.0,3.5,True,45.68,5.17,True,25-34,Low,Low,Medium,Group
8492,3-day Pass,2025-05-01,28,Male,3,26.14,14.44,11.75,Card,Pop,4.0,4.0,5.0,True,52.33,4.33,True,25-34,Low,Low,Low,Group
7285,3-day Pass,2025-05-03,20,Female,1,32.06,27.18,86.92,Card,Reggaeton,6.33,8.0,2.67,True,146.16,5.67,True,18-24,Medium,Low,Medium,Individual
8493,3-day Pass,2025-05-02,23,Female,3,22.15,13.62,64.99,Card,Pop,4.0,10.0,5.0,True,100.76,6.33,True,18-24,Low,Low,High,Group
8114,3-day Pass,2025-05-01,18,Male,3,30.39,4.64,93.44,Card,Rock,7.0,4.5,3.5,True,128.47,5.0,True,18-24,Medium,Low,Low,Group
3236,3-day Pass,2025-05-01,22,Female,3,12.96,56.97,63.36,Card,Hip-Hop,7.0,6.5,7.0,False,133.29,6.83,True,18-24,Medium,Medium,Medium,Group
5720,VIP,2025-05-02,23,Female,1,6.03,3.31,35.56,Card,Rock,6.67,7.33,5.33,False,44.9,6.44,True,18-24,Medium,Medium,Medium,Individual
8494,3-day Pass,2025-05-02,27,Female,2,10.62,48.65,28.39,Card,Rock,5.0,7.0,2.0,True,87.66,4.67,True,25-34,Low,Low,Medium,Couple
2755,3-day Pass,2025-05-03,22,Male,4,8.42,58.91,1.11,Cash,Pop,6.0,7.0,6.5,True,68.44,6.5,True,18-24,Medium,Medium,Medium,Group
8495,3-day Pass,2025-05-01,28,Female,1,45.47,42.11,55.34,Card,Reggaeton,3.0,5.0,3.0,False,142.92,3.67,True,25-34,Low,Low,Low,Individual
8496,3-day Pass,2025-05-02,18,Female,3,21.62,0.98,34.21,Card,Hip-Hop,5.0,8.0,9.0,True,56.81,7.33,True,18-24,Low,High,Medium,Group
2237,1-day Pass,2025-05-03,25,Male,2,27.81,26.02,36.89,Card,Reggaeton,4.5,8.0,6.0,False,90.72,6.17,False,25-34,Low,Medium,Medium,Couple
4301,1-day Pass,2025-05-02,21,Female,4,25.24,37.47,45.33,Festival App,Reggaeton,6.33,5.0,3.33,True,108.04,4.89,False,18-24,Medium,Low,Low,Group
4749,1-day Pass,2025-05-01,23,Male,1,37.18,56.33,8.5,Card,Hip-Hop,6.0,8.0,4.0,False,102.01,6.0,False,18-24,Medium,Low,Medium,Individual
8326,3-day Pass,2025-05-03,21,Female,3,0.69,20.23,62.93,Card,Pop,4.33,7.33,2.67,False,83.85,4.78,True,18-24,Low,Low,Medium,Group
8497,3-day Pass,2025-05-01,27,Male,4,38.84,46.0,2.28,Card,Rock,9.0,7.0,6.0,True,87.12,7.33,True,25-34,High,Medium,Medium,Group
5807,3-day Pass,2025-05-01,25,Female,5,43.07,58.86,23.58,Cash,Rock,6.0,5.33,6.67,True,125.51,6.0,True,25-34,Medium,Medium,Medium,Group
8397,VIP,2025-05-02,23,Other,5,18.35,46.37,83.15,Cash,Hip-Hop,4.5,5.5,6.0,True,147.87,5.33,True,18-24,Low,Medium,Medium,Group
8498,3-day Pass,2025-05-01,21,Male,4,33.92,53.88,7.25,Card,Rock,6.0,6.0,8.0,True,95.05,6.67,True,18-24,Medium,Medium,Medium,Group
2959,3-day Pass,2025-05-03,30,Female,3,49.78,35.32,24.05,Cash,Rock,3.5,7.0,5.0,True,109.15,5.17,True,25-34,Low,Low,Medium,Group
7406,3-day Pass,2025-05-01,27,Other,4,26.92,52.27,0.49,Card,Reggaeton,7.0,8.33,5.0,True,79.68,6.78,True,25-34,Medium,Low,High,Group
4042,3-day Pass,2025-05-03,27,Female,4,31.79,2.87,14.72,Card,Pop,7.0,8.0,3.33,True,49.38,6.11,True,25-34,Medium,Low,Medium,Group
3971,3-day Pass,2025-05-02,22,Male,4,19.3,54.02,35.2,Cash,Reggaeton,6.5,8.5,5.0,True,108.52,6.67,True,18-24,Medium,Low,High,Group
8499,1-day Pass,2025-05-03,22,Female,2,0.93,5.86,93.56,Cash,Rock,4.0,7.0,5.0,True,100.35,5.33,False,18-24,Low,Low,Medium,Couple
8500,3-day Pass,2025-05-03,27,Female,4,30.43,0.8,3.36,Card,Pop,8.0,6.0,7.5,True,34.59,7.17,True,25-34,Medium,Medium,Medium,Group
7054,3-day Pass,2025-05-01,26,Male,1,11.49,33.62,26.22,Card,Rock,8.5,9.0,3.0,False,71.33,6.83,True,25-34,High,Low,High,Individual
6524,3-day Pass,2025-05-01,20,Female,5,23.41,55.9,84.7,Card,Rock,6.5,8.5,3.5,False,164.01,6.17,True,18-24,Medium,Low,High,Group
131,3-day Pass,2025-05-02,24,Female,2,41.58,39.86,72.53,Festival App,Pop,6.0,6.33,6.0,False,153.97,6.11,True,18-24,Medium,Medium,Medium,Couple
8501,3-day Pass,2025-05-01,24,Female,4,33.42,16.27,90.91,Festival App,Pop,8.0,7.0,10.0,True,140.6,8.33,True,18-24,Medium,High,Medium,Group
3373,3-day Pass,2025-05-01,23,Male,3,2.56,59.46,38.01,Card,Hip-Hop,7.5,7.0,3.5,True,100.03,6.0,True,18-24,Medium,Low,Medium,Group
1537,3-day Pass,2025-05-02,24,Female,3,41.03,38.25,58.56,Cash,Rock,2.5,7.5,6.5,False,137.84,5.5,True,18-24,Low,Medium,Medium,Group
6886,3-day Pass,2025-05-03,26,Female,2,43.76,56.32,98.16,Card,Pop,7.0,8.0,8.0,True,198.24,7.67,True,25-34,Medium,Medium,Medium,Couple
8502,VIP,2025-05-02,29,Male,5,18.07,4.1,61.48,Card,Rock,5.0,9.0,6.0,False,83.65,6.67,True,25-34,Low,Medium,High,Group
8503,3-day Pass,2025-05-02,18,Male,4,9.58,14.8,65.89,Card,Hip-Hop,4.0,9.0,3.0,True,90.27,5.33,True,18-24,Low,Low,High,Group
7195,1-day Pass,2025-05-02,20,Male,2,34.13,17.6,99.76,Card,Rock,5.0,8.67,5.0,True,151.49,6.22,False,18-24,Low,Low,High,Couple
8504,1-day Pass,2025-05-01,22,Male,3,43.43,0.56,27.03,Cash,Rock,8.0,1.0,8.0,False,71.02,5.67,False,18-24,Medium,Medium,Low,Group
8505,1-day Pass,2025-05-02,22,Male,4,31.85,27.67,84.21,Cash,Rock,6.0,6.0,8.0,False,143.73,6.67,False,18-24,Medium,Medium,Medium,Group
7624,3-day Pass,2025-05-02,27,Male,1,12.16,26.61,12.14,Card,Electronic,8.0,5.5,4.5,True,50.91,6.0,True,25-34,Medium,Low,Medium,Individual
2385,VIP,2025-05-01,28,Male,3,4.93,23.31,55.67,Cash,Rock,5.67,8.33,7.0,True,83.91,7.0,True,25-34,Medium,Medium,High,Group
3742,3-day Pass,2025-05-03,27,Female,3,39.02,2.89,74.87,Card,Electronic,7.0,9.0,6.0,True,116.78,7.33,True,25-34,Medium,Medium,High,Group
451,VIP,2025-05-03,29,Female,4,35.92,54.18,0.18,Cash,Rock,3.67,3.67,4.67,False,90.28,4.0,True,25-34,Low,Low,Low,Group
8506,3-day Pass,2025-05-02,24,Male,2,8.07,26.31,14.65,Card,Electronic,6.0,8.0,2.0,True,49.03,5.33,True,18-24,Medium,Low,Medium,Couple
3644,3-day Pass,2025-05-03,30,Female,5,49.5,4.32,66.91,Cash,Rock,4.5,8.0,6.0,False,120.73,6.17,True,25-34,Low,Medium,Medium,Group
8507,3-day Pass,2025-05-02,21,Male,5,4.52,0.14,10.22,Card,Hip-Hop,7.0,7.0,7.0,False,14.88,7.0,True,18-24,Medium,Medium,Medium,Group
2913,VIP,2025-05-01,22,Female,2,41.16,56.45,93.95,Card,Rock,7.0,8.0,5.0,True,191.56,6.67,True,18-24,Medium,Low,Medium,Couple
1822,3-day Pass,2025-05-03,21,Other,3,31.75,54.06,41.05,Card,Rock,4.33,6.67,3.67,True,126.86,4.89,True,18-24,Low,Low,Medium,Group
7207,3-day Pass,2025-05-03,18,Female,5,41.69,11.85,69.15,Card,Reggaeton,6.5,5.5,3.0,True,122.69,5.0,True,18-24,Medium,Low,Medium,Group
3975,VIP,2025-05-02,29,Female,5,41.29,12.22,16.29,Cash,Rock,4.67,6.33,4.33,True,69.8,5.11,True,25-34,Low,Low,Medium,Group
8508,3-day Pass,2025-05-03,18,Female,4,44.26,1.41,40.87,Card,Rock,9.0,7.0,6.0,True,86.54,7.33,True,18-24,High,Medium,Medium,Group
5033,VIP,2025-05-03,29,Other,5,46.98,45.28,92.84,Cash,Rock,5.67,7.0,6.0,True,185.1,6.22,True,25-34,Medium,Medium,Medium,Group
8509,3-day Pass,2025-05-02,29,Male,5,29.47,28.43,53.09,Card,Electronic,4.0,8.0,6.0,False,110.99,6.0,True,25-34,Low,Medium,Medium,Group
8510,1-day Pass,2025-05-03,19,Male,2,21.68,24.2,23.89,Card,Rock,8.0,6.0,6.0,True,69.77,6.67,False,18-24,Medium,Medium,Medium,Couple
3057,3-day Pass,2025-05-01,27,Male,2,1.05,39.75,11.93,Card,Reggaeton,6.5,7.0,5.0,True,52.73,6.17,True,25-34,Medium,Low,Medium,Couple
357,3-day Pass,2025-05-01,24,Male,5,46.62,5.74,30.66,Cash,Rock,4.5,7.5,5.5,False,83.02,5.83,True,18-24,Low,Medium,Medium,Group
8431,1-day Pass,2025-05-02,26,Female,4,13.65,58.64,51.94,Card,Pop,6.5,9.0,6.5,True,124.23,7.33,False,25-34,Medium,Medium,High,Group
8511,1-day Pass,2025-05-02,28,Female,3,23.87,32.52,91.22,Card,Rock,8.0,8.0,3.0,True,147.61,6.33,False,25-34,Medium,Low,Medium,Group
8512,3-day Pass,2025-05-02,18,Female,3,20.65,54.38,13.39,Card,Rock,6.0,9.0,3.0,False,88.42,6.0,True,18-24,Medium,Low,High,Group
8513,1-day Pass,2025-05-02,22,Other,3,4.52,34.52,4.82,Cash,Rock,5.0,9.0,2.0,True,43.86,5.33,False,18-24,Low,Low,High,Group
1469,3-day Pass,2025-05-03,18,Male,3,29.88,49.07,30.6,Cash,Electronic,3.67,8.67,5.67,True,109.55,6.0,True,18-24,Low,Medium,High,Group
7648,3-day Pass,2025-05-01,27,Male,4,20.16,40.29,98.66,Card,Pop,4.5,9.0,3.5,True,159.11,5.67,True,25-34,Low,Low,High,Group
4828,3-day Pass,2025-05-03,26,Other,4,39.82,3.57,66.06,Cash,Reggaeton,4.0,7.5,2.5,False,109.45,4.67,True,25-34,Low,Low,Medium,Group
8514,VIP,2025-05-01,31,Male,3,0.58,47.75,0.4,Card,Electronic,8.0,10.0,3.0,True,48.73,7.0,True,25-34,Medium,Low,High,Group
8515,3-day Pass,2025-05-01,30,Female,1,10.71,29.16,82.51,Card,Hip-Hop,1.0,5.0,1.0,True,122.38,2.33,True,25-34,Low,Low,Low,Individual
5210,VIP,2025-05-02,18,Male,2,41.11,1.65,24.94,Card,Pop,6.0,6.67,3.33,True,67.7,5.33,True,18-24,Medium,Low,Medium,Couple
6060,1-day Pass,2025-05-02,25,Female,2,28.72,14.58,79.41,Card,Rock,5.33,5.67,4.0,False,122.71,5.0,False,25-34,Medium,Low,Medium,Couple
8516,3-day Pass,2025-05-03,28,Male,4,40.55,1.79,35.49,Card,Hip-Hop,9.0,10.0,4.0,False,77.83,7.67,True,25-34,High,Low,High,Group
8517,VIP,2025-05-02,19,Female,4,39.04,11.94,22.85,Cash,Reggaeton,5.0,9.0,6.0,True,73.83,6.67,True,18-24,Low,Medium,High,Group
4976,3-day Pass,2025-05-03,29,Female,3,20.04,53.03,3.15,Card,Hip-Hop,5.5,9.5,3.0,False,76.22,6.0,True,25-34,Medium,Low,High,Group
8518,VIP,2025-05-02,18,Female,4,44.27,45.59,50.61,Card,Rock,4.0,8.0,4.0,True,140.47,5.33,True,18-24,Low,Low,Medium,Group
8519,3-day Pass,2025-05-03,32,Female,5,31.66,27.16,62.74,Card,Pop,8.0,5.0,3.0,True,121.56,5.33,True,25-34,Medium,Low,Low,Group
4046,3-day Pass,2025-05-02,26,Female,5,28.43,52.99,7.95,Festival App,Pop,5.33,7.67,7.0,True,89.37,6.67,True,25-34,Medium,Medium,Medium,Group
8520,1-day Pass,2025-05-03,30,Male,1,1.45,12.93,1.7,Card,Electronic,1.0,6.0,6.0,True,16.08,4.33,False,25-34,Low,Medium,Medium,Individual
8500,3-day Pass,2025-05-02,32,Female,1,35.69,5.94,99.22,Card,Pop,8.0,6.0,7.5,True,140.85,7.17,True,25-34,Medium,Medium,Medium,Individual
4197,1-day Pass,2025-05-02,28,Male,4,42.22,26.11,88.51,Card,Hip-Hop,5.5,9.5,7.5,True,156.84,7.5,False,25-34,Medium,Medium,High,Group
8521,VIP,2025-05-01,29,Female,3,21.85,36.09,11.69,Card,Rock,1.0,10.0,8.0,False,69.63,6.33,True,25-34,Low,Medium,High,Group
8522,1-day Pass,2025-05-03,25,Female,5,43.49,7.23,22.51,Card,Electronic,1.0,5.0,5.0,True,73.23,3.67,False,25-34,Low,Low,Low,Group
8523,3-day Pass,2025-05-03,29,Male,4,1.8,12.45,64.84,Card,Rock,8.0,10.0,8.0,False,79.09,8.67,True,25-34,Medium,Medium,High,Group
8524,VIP,2025-05-03,30,Female,2,11.32,28.39,42.92,Card,Rock,4.0,10.0,9.0,True,82.63,7.67,True,25-34,Low,High,High,Couple
7430,1-day Pass,2025-05-02,25,Female,2,30.87,25.79,26.29,Card,Pop,8.5,6.5,5.0,True,82.95,6.67,False,25-34,High,Low,Medium,Couple
8525,3-day Pass,2025-05-01,23,Female,3,14.17,21.84,87.15,Card,Electronic,8.0,7.0,7.0,True,123.16,7.33,True,18-24,Medium,Medium,Medium,Group
6904,3-day Pass,2025-05-01,27,Other,5,45.64,20.81,49.09,Cash,Hip-Hop,8.0,8.5,2.0,False,115.54,6.17,True,25-34,Medium,Low,High,Group
743,3-day Pass,2025-05-03,22,Male,3,44.85,26.32,41.0,Cash,Pop,8.33,7.67,3.33,True,112.17,6.44,True,18-24,High,Low,Medium,Group
8526,3-day Pass,2025-05-02,22,Male,5,42.51,36.4,72.11,Card,Hip-Hop,1.0,8.0,6.0,True,151.02,5.0,True,18-24,Low,Medium,Medium,Group
8527,3-day Pass,2025-05-03,30,Other,2,33.42,24.51,62.4,Cash,Rock,1.0,6.0,3.0,True,120.33,3.33,True,25-34,Low,Low,Medium,Couple
8528,3-day Pass,2025-05-03,24,Male,4,36.61,36.35,70.11,Card,Rock,8.0,9.0,3.0,True,143.07,6.67,True,18-24,Medium,Low,High,Group
2493,3-day Pass,2025-05-01,23,Female,2,18.64,30.66,74.45,Card,Reggaeton,2.5,7.5,6.5,True,123.75,5.5,True,18-24,Low,Medium,Medium,Couple
5698,3-day Pass,2025-05-01,24,Female,3,33.02,30.93,20.26,Cash,Hip-Hop,5.67,7.0,4.33,True,84.21,5.67,True,18-24,Medium,Low,Medium,Group
8529,3-day Pass,2025-05-02,23,Male,3,2.43,9.59,8.59,Cash,Rock,7.0,7.5,7.0,False,20.61,7.17,True,18-24,Medium,Medium,Medium,Group
3981,3-day Pass,2025-05-01,18,Female,4,12.29,24.07,27.04,Card,Rock,9.0,6.5,3.5,False,63.4,6.33,True,18-24,High,Low,Medium,Group
8530,VIP,2025-05-02,34,Male,3,40.78,37.48,59.92,Card,Hip-Hop,7.0,8.0,3.0,False,138.18,6.0,True,25-34,Medium,Low,Medium,Group
8531,3-day Pass,2025-05-02,24,Female,4,20.26,55.18,38.42,Cash,Reggaeton,8.0,7.0,3.0,False,113.86,6.0,True,18-24,Medium,Low,Medium,Group
8532,3-day Pass,2025-05-03,30,Female,5,19.63,43.77,51.48,Cash,Pop,8.0,6.0,9.0,False,114.88,7.67,True,25-34,Medium,High,Medium,Group
8533,3-day Pass,2025-05-02,20,Male,3,21.98,10.15,28.99,Festival App,Hip-Hop,3.0,9.0,4.0,False,61.12,5.33,True,18-24,Low,Low,High,Group
8534,3-day Pass,2025-05-01,18,Female,3,10.81,12.29,5.2,Cash,Pop,4.0,4.0,4.0,False,28.3,4.0,True,18-24,Low,Low,Low,Group
8535,VIP,2025-05-01,29,Male,3,23.33,39.92,96.6,Card,Rock,6.0,7.0,3.0,False,159.85,5.33,True,25-34,Medium,Low,Medium,Group
2688,3-day Pass,2025-05-02,26,Female,3,6.69,25.24,48.43,Card,Pop,4.0,9.5,8.0,True,80.36,7.17,True,25-34,Low,Medium,High,Group
8536,3-day Pass,2025-05-01,26,Female,3,7.32,56.86,33.92,Cash,Pop,7.0,7.5,3.0,True,98.1,5.83,True,25-34,Medium,Low,Medium,Group
8537,VIP,2025-05-03,26,Male,3,2.16,36.54,19.44,Cash,Electronic,9.0,8.0,7.0,False,58.14,8.0,True,25-34,High,Medium,Medium,Group
8538,3-day Pass,2025-05-03,18,Male,3,19.35,7.52,69.21,Cash,Pop,10.0,6.0,7.0,False,96.08,7.67,True,18-24,High,Medium,Medium,Group
278,1-day Pass,2025-05-02,20,Male,5,43.53,51.18,55.14,Card,Pop,7.33,7.0,5.33,True,149.85,6.55,False,18-24,Medium,Medium,Medium,Group
8539,3-day Pass,2025-05-02,28,Female,3,14.39,6.69,15.83,Card,Pop,8.0,5.0,10.0,False,36.91,7.67,True,25-34,Medium,High,Low,Group
8540,3-day Pass,2025-05-01,28,Female,3,26.26,23.07,64.37,Card,Hip-Hop,6.0,9.0,8.0,True,113.7,7.67,True,25-34,Medium,Medium,High,Group
396,3-day Pass,2025-05-03,21,Male,3,31.5,13.48,37.11,Card,Rock,6.0,8.5,4.0,True,82.09,6.17,True,18-24,Medium,Low,High,Group
8541,1-day Pass,2025-05-03,21,Male,4,24.79,23.98,48.14,Card,Rock,6.0,8.0,4.0,False,96.91,6.0,False,18-24,Medium,Low,Medium,Group
8381,VIP,2025-05-02,24,Female,4,27.95,20.05,39.31,Card,Pop,6.5,8.5,5.5,False,87.31,6.83,True,18-24,Medium,Medium,High,Group
5219,3-day Pass,2025-05-03,19,Male,2,21.97,24.82,30.0,Festival App,Electronic,3.0,8.0,5.5,False,76.79,5.5,True,18-24,Low,Medium,Medium,Couple
3397,VIP,2025-05-01,23,Female,5,12.3,5.82,75.93,Card,Rock,1.5,8.0,5.0,True,94.05,4.83,True,18-24,Low,Low,Medium,Group
6944,VIP,2025-05-03,27,Male,5,2.43,12.9,57.44,Cash,Pop,5.0,8.0,4.0,True,72.77,5.67,True,25-34,Low,Low,Medium,Group
8542,3-day Pass,2025-05-01,23,Female,2,49.63,0.95,19.49,Cash,Hip-Hop,3.0,8.0,5.0,True,70.07,5.33,True,18-24,Low,Low,Medium,Couple
3667,3-day Pass,2025-05-03,19,Female,2,33.87,26.0,42.31,Card,Reggaeton,2.0,8.5,5.0,False,102.18,5.17,True,18-24,Low,Low,High,Couple
8543,VIP,2025-05-03,19,Female,3,10.96,35.44,87.23,Festival App,Rock,1.0,9.0,3.0,False,133.63,4.33,True,18-24,Low,Low,High,Group
8544,1-day Pass,2025-05-03,27,Female,3,27.95,19.35,1.88,Card,Hip-Hop,5.0,9.0,9.0,True,49.18,7.67,False,25-34,Low,High,High,Group
8545,3-day Pass,2025-05-03,29,Male,3,47.0,45.33,53.51,Card,Hip-Hop,8.0,10.0,10.0,True,145.84,9.33,True,25-34,Medium,High,High,Group
8546,3-day Pass,2025-05-02,27,Male,5,28.08,19.67,26.55,Card,Hip-Hop,7.0,10.0,3.0,False,74.3,6.67,True,25-34,Medium,Low,High,Group
8547,3-day Pass,2025-05-02,20,Other,5,28.24,33.49,32.11,Card,Pop,8.0,8.5,5.5,True,93.84,7.33,True,18-24,Medium,Medium,High,Group
8548,3-day Pass,2025-05-01,28,Female,2,11.27,40.97,90.15,Festival App,Rock,6.0,8.5,2.5,False,142.39,5.67,True,25-34,Medium,Low,High,Couple
8247,VIP,2025-05-02,18,Female,5,14.91,56.96,57.61,Cash,Hip-Hop,8.0,7.5,4.0,True,129.48,6.5,True,18-24,Medium,Low,Medium,Group
3778,1-day Pass,2025-05-01,18,Female,1,20.09,52.52,28.49,Card,Rock,8.0,9.5,3.0,True,101.1,6.83,False,18-24,Medium,Low,High,Individual
2709,VIP,2025-05-03,27,Male,5,20.9,24.52,48.12,Card,Rock,9.0,7.0,6.5,False,93.54,7.5,True,25-34,High,Medium,Medium,Group
8549,1-day Pass,2025-05-02,28,Male,2,20.33,57.39,72.03,Card,Rock,3.0,5.0,4.0,False,149.75,4.0,False,25-34,Low,Low,Low,Couple
8550,3-day Pass,2025-05-03,25,Male,1,9.73,24.37,21.87,Cash,Pop,2.0,10.0,6.0,True,55.97,6.0,True,25-34,Low,Medium,High,Individual
6260,3-day Pass,2025-05-01,18,Male,2,41.11,11.17,34.54,Cash,Reggaeton,6.5,8.5,4.0,False,86.82,6.33,True,18-24,Medium,Low,High,Couple
8551,3-day Pass,2025-05-03,27,Male,4,28.05,23.14,16.49,Cash,Electronic,9.0,8.0,8.0,True,67.68,8.33,True,25-34,High,Medium,Medium,Group
6238,1-day Pass,2025-05-01,18,Female,3,31.06,53.39,49.89,Card,Hip-Hop,5.0,9.5,4.5,True,134.34,6.33,False,18-24,Low,Low,High,Group
5559,3-day Pass,2025-05-01,27,Female,2,29.67,23.26,38.5,Card,Pop,5.0,6.0,5.5,True,91.43,5.5,True,25-34,Low,Medium,Medium,Couple
8552,VIP,2025-05-02,27,Female,3,18.2,35.4,37.42,Cash,Reggaeton,3.0,10.0,6.0,True,91.02,6.33,True,25-34,Low,Medium,High,Group
8553,VIP,2025-05-01,21,Female,4,8.01,53.88,72.62,Cash,Pop,5.0,8.0,7.0,True,134.51,6.67,True,18-24,Low,Medium,Medium,Group
4085,1-day Pass,2025-05-01,29,Male,3,37.27,13.85,96.76,Card,Hip-Hop,8.0,7.5,7.5,True,147.88,7.67,False,25-34,Medium,Medium,Medium,Group
8554,3-day Pass,2025-05-01,27,Male,2,17.4,49.94,89.02,Cash,Rock,4.0,9.0,8.0,True,156.36,7.0,True,25-34,Low,Medium,High,Couple
8555,3-day Pass,2025-05-02,18,Other,2,39.54,29.41,26.82,Cash,Rock,5.0,10.0,5.0,False,95.77,6.67,True,18-24,Low,Low,High,Couple
6951,1-day Pass,2025-05-03,18,Female,2,28.87,4.68,34.0,Cash,Rock,4.5,6.0,4.0,True,67.55,4.83,False,18-24,Low,Low,Medium,Couple
6583,3-day Pass,2025-05-02,19,Other,3,24.94,32.6,48.04,Cash,Pop,7.5,9.0,5.5,False,105.58,7.33,True,18-24,Medium,Medium,High,Group
3889,1-day Pass,2025-05-01,27,Male,2,31.2,7.68,30.1,Card,Reggaeton,4.5,3.5,4.5,False,68.98,4.17,False,25-34,Low,Low,Low,Couple
8556,3-day Pass,2025-05-03,23,Female,3,11.31,58.75,46.59,Cash,Pop,6.0,10.0,2.0,True,116.65,6.0,True,18-24,Medium,Low,High,Group
8557,3-day Pass,2025-05-01,27,Female,3,4.44,42.83,33.85,Cash,Rock,8.0,7.0,2.0,False,81.12,5.67,True,25-34,Medium,Low,Medium,Group
8558,3-day Pass,2025-05-01,32,Male,1,18.77,51.49,38.38,Card,Reggaeton,4.0,8.0,4.0,True,108.64,5.33,True,25-34,Low,Low,Medium,Individual
7372,VIP,2025-05-02,18,Female,4,43.23,41.26,6.4,Card,Reggaeton,4.0,7.0,6.5,True,90.89,5.83,True,18-24,Low,Medium,Medium,Group
3664,VIP,2025-05-02,29,Male,2,28.17,8.13,61.27,Card,Hip-Hop,5.0,6.5,4.0,False,97.57,5.17,True,25-34,Low,Low,Medium,Couple
4690,3-day Pass,2025-05-02,28,Male,4,24.31,2.52,6.92,Card,Hip-Hop,6.0,2.5,7.0,True,33.75,5.17,True,25-34,Medium,Medium,Low,Group
6752,1-day Pass,2025-05-02,27,Female,5,18.79,14.97,29.04,Cash,Hip-Hop,5.0,7.5,6.0,True,62.8,6.17,False,25-34,Low,Medium,Medium,Group
5846,1-day Pass,2025-05-02,29,Male,4,38.01,4.94,51.52,Card,Electronic,5.67,8.33,7.0,True,94.47,7.0,False,25-34,Medium,Medium,High,Group
5683,3-day Pass,2025-05-01,29,Male,1,35.77,14.6,93.29,Card,Pop,8.67,4.67,3.33,True,143.66,5.56,True,25-34,High,Low,Low,Individual
