ticket_id,ticket_type,attendance_date,age,gender,group_size,food_expense,drink_expense,merch_expense,payment_method,favourite_genre,satisfaction_score,security_rating,cleanliness_rating,recommend_to_friend
TCK101473,3-day Pass,2025-05-01,18,Female,1,0.24,16.75,33.24,Card,Hip-Hop,8,9,2,True
TCK105406,3-day Pass,2025-05-02,18,Male,3,31.41,36.57,20.79,Card,Reggaeton,7,10,2,True
TCK102209,VIP,2025-05-01,31,Female,5,1.09,44.23,58.31,Card,Electronic,7,7,2,True
TCK106904,3-day Pass,2025-05-01,26,Female,3,3.66,54.24,4.07,Card,Rock,1,9,4,False
TCK102392,VIP,2025-05-03,18,Male,3,13.07,25.2,20.73,Cash,Electronic,8,7,7,False
TCK109124,3-day Pass,2025-05-01,27,Male,4,1.77,36.54,59.86,Card,Pop,7,5,2,True
TCK109162,3-day Pass,2025-05-01,27,Other,2,7.46,41.24,90.05,Cash,Pop,2,7,6,True
TCK102415,3-day Pass,2025-05-01,24,Male,5,37.38,21.74,62.17,Card,Hip-Hop,8,9,3,False
TCK104135,3-day Pass,2025-05-01,26,Female,4,39.37,7.95,22.71,Card,Pop,10,10,3,True
TCK101647,3-day Pass,2025-05-01,19,Female,3,7.1,30.58,23.46,Card,Pop,2,10,9,True
TCK105486,3-day Pass,2025-05-03,23,Other,3,24.9,21.14,42.29,Card,Rock,4,9,6,False
TCK107898,3-day Pass,2025-05-03,31,Male,1,46.55,23.41,48.1,Card,Electronic,4,10,3,False
TCK103964,3-day Pass,2025-05-02,23,Male,4,28.98,44.53,24.23,Cash,Pop,8,8,6,False
TCK102447,VIP,2025-05-01,27,Female,3,1.86,17.98,25.43,Cash,Pop,1,2,7,True
TCK103427,VIP,2025-05-02,24,Male,3,48.55,7.32,46.74,Card,Pop,3,10,7,True
TCK105051,VIP,2025-05-01,26,Female,5,11.96,53.4,3.51,Card,Rock,8,9,5,False
TCK104633,VIP,2025-05-03,26,Female,3,21.85,23.14,48.87,Card,Rock,7,6,2,True
TCK102285,VIP,2025-05-03,29,Male,4,43.83,12.23,70.1,Card,Hip-Hop,5,8,2,True
TCK105440,3-day Pass,2025-05-01,18,Male,3,3.48,16.03,92.63,Card,Rock,4,7,2,True
TCK101604,3-day Pass,2025-05-01,29,Male,1,39.22,31.22,30.42,Cash,Rock,9,6,7,True
TCK102135,3-day Pass,2025-05-03,24,Female,5,1.71,38.78,54.34,Card,Hip-Hop,8,8,6,False
TCK107987,1-day Pass,2025-05-03,19,Male,2,2.19,41.72,63.49,Card,Pop,8,8,7,False
TCK103567,3-day Pass,2025-05-01,18,Female,4,43.6,45.84,64.16,Card,Electronic,7,10,7,True
TCK107118,3-day Pass,2025-05-01,25,Male,5,30.13,28.16,99.64,Card,Rock,9,7,9,True
TCK104379,3-day Pass,2025-05-01,18,Female,1,0.51,51.07,70.85,Cash,Rock,4,9,6,True
TCK101921,3-day Pass,2025-05-03,18,Female,4,17.33,48.76,13.96,Card,Rock,6,5,3,True
TCK108157,3-day Pass,2025-05-01,18,Female,4,30.99,35.47,33.89,Card,Reggaeton,6,7,8,True
TCK109067,1-day Pass,2025-05-02,18,Female,4,23.61,25.01,55.72,Cash,Rock,8,9,3,True
TCK102429,VIP,2025-05-03,26,Female,5,42.76,27.17,43.39,Cash,Pop,4,8,6,True
TCK106896,3-day Pass,2025-05-01,26,Female,4,31.02,3.59,99.54,Card,Electronic,6,7,1,True
TCK108737,3-day Pass,2025-05-02,18,Male,5,14.31,19.55,25.49,Card,Reggaeton,6,6,4,True
TCK107827,1-day Pass,2025-05-03,29,Female,1,36.45,5.27,91.97,Card,Pop,4,10,2,True
TCK106279,1-day Pass,2025-05-01,28,Female,4,0.21,59.55,34.94,Card,Pop,4,10,6,True
TCK108034,3-day Pass,2025-05-03,23,Female,4,21.36,4.14,3.13,Festival App,Pop,5,5,2,True
TCK106001,3-day Pass,2025-05-03,18,Female,3,28.52,43.95,75.73,Cash,Rock,4,8,8,False
TCK109048,3-day Pass,2025-05-03,18,Female,2,48.82,50.33,72.67,Card,Rock,8,9,9,True
TCK108358,3-day Pass,2025-05-01,32,Female,2,43.05,17.74,79.26,Card,Reggaeton,4,9,6,True
TCK105658,3-day Pass,2025-05-03,18,Female,5,34.53,5.82,68.76,Card,Electronic,2,8,3,True
TCK109241,3-day Pass,2025-05-03,22,Female,3,4.52,56.59,67.12,Cash,Reggaeton,4,7,9,True
TCK103629,3-day Pass,2025-05-01,25,Female,3,4.14,19.22,38.28,Cash,Rock,1,8,2,True
TCK104755,VIP,2025-05-03,25,Female,5,15.43,14.13,22.49,Card,Electronic,8,7,4,False
TCK105231,3-day Pass,2025-05-02,18,Male,2,37.77,21.69,78.01,Card,Reggaeton,1,9,8,True
TCK101820,1-day Pass,2025-05-01,24,Male,4,31.69,11.39,98.28,Card,Rock,5,2,6,True
TCK109260,VIP,2025-05-03,18,Female,3,5.88,3.38,25.96,Card,Pop,8,9,7,True
TCK106489,3-day Pass,2025-05-02,26,Male,5,35.73,31.96,63.97,Card,Rock,4,7,3,True
TCK103293,VIP,2025-05-01,21,Male,3,23.07,10.78,33.37,Card,Hip-Hop,8,9,10,True
TCK107673,3-day Pass,2025-05-01,30,Other,1,22.34,32.79,5.87,Cash,Pop,5,4,1,True
TCK104305,1-day Pass,2025-05-01,22,Female,4,34.97,40.59,45.77,Card,Hip-Hop,8,9,3,True
TCK105247,3-day Pass,2025-05-02,29,Other,4,8.7,45.8,35.7,Cash,Rock,9,7,1,True
TCK105824,3-day Pass,2025-05-02,24,Female,4,9.64,59.73,93.84,Card,Hip-Hop,2,7,6,True
TCK100332,3-day Pass,2025-05-02,24,Female,4,34.45,2.39,5.31,Card,Pop,8,7,6,True
TCK100748,3-day Pass,2025-05-02,28,Female,3,14.98,27.72,7.25,Cash,Hip-Hop,7,7,6,False
TCK103743,VIP,2025-05-02,26,Male,4,48.35,37.44,16.07,Cash,Electronic,8,10,8,False
TCK108188,1-day Pass,2025-05-02,27,Female,4,13.6,12.83,26.54,Cash,Hip-Hop,5,7,3,True
TCK109208,3-day Pass,2025-05-02,33,Female,3,47.91,13.17,20.54,Card,Rock,9,7,10,True
TCK106889,1-day Pass,2025-05-02,20,Female,3,28.38,33.12,36.37,Card,Hip-Hop,9,9,6,True
TCK108032,1-day Pass,2025-05-02,23,Male,3,8.61,28.5,36.56,Card,Hip-Hop,8,7,3,False
TCK104378,3-day Pass,2025-05-01,19,Male,5,21.69,50.71,96.43,Card,Electronic,2,9,1,True
TCK108465,3-day Pass,2025-05-02,24,Male,2,25.16,17.02,52.23,Card,Rock,4,5,6,True
TCK105030,3-day Pass,2025-05-03,18,Female,3,28.82,7.45,46.16,Card,Pop,8,5,2,False
TCK107469,1-day Pass,2025-05-02,31,Other,5,10.25,52.22,55.4,Card,Pop,8,8,6,True
TCK103483,VIP,2025-05-02,27,Male,3,30.22,24.88,23.67,Cash,Rock,7,8,5,True
TCK108629,3-day Pass,2025-05-01,24,Male,4,18.45,2.61,4.73,Cash,Pop,8,10,6,True
TCK101846,VIP,2025-05-03,18,Female,3,27.24,23.09,12.58,Cash,Reggaeton,8,7,4,False
TCK107730,3-day Pass,2025-05-03,28,Female,3,11.62,6.82,38.08,Card,Rock,4,8,6,True
TCK101128,3-day Pass,2025-05-01,26,Male,5,28.4,27.01,95.24,Cash,Pop,8,7,7,True
TCK103774,VIP,2025-05-01,33,Female,2,15.29,28.52,93.61,Festival App,Hip-Hop,1,7,2,True
TCK101526,3-day Pass,2025-05-03,30,Other,4,32.14,12.04,55.1,Cash,Hip-Hop,8,5,6,True
TCK103941,VIP,2025-05-03,30,Other,1,26.76,18.37,29.34,Festival App,Hip-Hop,7,8,3,True
TCK105162,3-day Pass,2025-05-03,19,Female,1,39.62,1.7,23.42,Card,Rock,3,8,6,True
TCK106597,3-day Pass,2025-05-02,27,Male,5,48.94,57.16,40.89,Card,Pop,6,9,6,False
TCK102200,1-day Pass,2025-05-03,23,Male,4,47.65,4.59,22.39,Card,Rock,7,7,9,False
TCK103171,3-day Pass,2025-05-03,23,Female,5,33.53,23.79,51.01,Card,Hip-Hop,7,8,4,True
TCK105530,3-day Pass,2025-05-01,20,Male,5,37.91,59.77,7.66,Cash,Rock,10,7,2,True
TCK106929,3-day Pass,2025-05-01,29,Male,2,37.15,55.73,55.24,Card,Pop,7,5,2,False
TCK106480,3-day Pass,2025-05-03,25,Female,3,22.55,54.65,96.93,Card,Hip-Hop,2,8,8,True
TCK106561,3-day Pass,2025-05-01,18,Female,3,30.89,17.08,49.13,Card,Reggaeton,3,7,4,True
TCK105058,3-day Pass,2025-05-02,21,Male,3,39.41,9.81,85.93,Festival App,Electronic,8,6,6,True
TCK100144,3-day Pass,2025-05-03,18,Female,4,3.59,57.6,0.23,Cash,Rock,6,7,6,True
TCK104454,1-day Pass,2025-05-03,24,Male,1,22.35,7.78,7.99,Cash,Electronic,1,8,4,True
TCK107685,3-day Pass,2025-05-02,27,Male,2,9.72,53.84,75.54,Cash,Hip-Hop,2,7,2,True
TCK105742,1-day Pass,2025-05-01,25,Female,4,1.13,44.31,73.68,Card,Hip-Hop,8,10,1,True
TCK108522,1-day Pass,2025-05-01,27,Female,2,24.0,29.04,50.81,Festival App,Hip-Hop,8,9,2,False
TCK102329,3-day Pass,2025-05-02,28,Male,4,20.45,49.2,13.17,Card,Rock,2,8,4,False
TCK104657,3-day Pass,2025-05-02,24,Male,4,28.18,18.07,24.12,Card,Rock,8,5,2,False
TCK103393,1-day Pass,2025-05-01,18,Female,4,38.28,43.59,60.1,Card,Rock,7,7,9,True
TCK104383,3-day Pass,2025-05-02,26,Female,2,14.25,9.04,17.73,Card,Pop,4,9,2,False
TCK102513,3-day Pass,2025-05-01,26,Other,5,5.17,13.03,50.01,Card,Electronic,4,6,2,True
TCK108522,VIP,2025-05-02,18,Female,5,1.94,23.54,33.26,Card,Reggaeton,6,1,3,True
TCK104257,3-day Pass,2025-05-01,18,Male,2,7.08,38.49,54.13,Card,Pop,5,8,10,True
TCK108497,3-day Pass,2025-05-02,28,Female,3,33.06,7.76,50.77,Card,Rock,4,7,9,False
TCK100016,VIP,2025-05-03,30,Male,5,16.8,52.63,85.56,Cash,Hip-Hop,9,8,2,False
TCK105092,VIP,2025-05-02,28,Male,1,9.78,39.55,2.07,Cash,Rock,8,8,9,False
TCK108132,VIP,2025-05-03,21,Female,2,43.46,57.45,29.85,Card,Pop,5,6,3,True
TCK106455,VIP,2025-05-03,28,Female,1,6.9,36.59,63.86,Card,Rock,7,8,3,True
TCK108589,3-day Pass,2025-05-02,26,Female,3,6.04,8.37,1.3,Card,Electronic,8,10,8,False
TCK108039,3-day Pass,2025-05-01,18,Female,3,9.48,2.31,24.5,Card,Hip-Hop,8,9,6,True
TCK104440,3-day Pass,2025-05-01,23,Female,2,48.13,54.83,16.24,Festival App,Rock,9,8,3,False
TCK106076,1-day Pass,2025-05-01,22,Male,2,1.01,26.59,34.62,Cash,Rock,1,5,3,False
TCK107676,1-day Pass,2025-05-01,22,Female,5,22.46,11.03,24.91,Card,Rock,1,5,6,False
TCK105681,VIP,2025-05-02,18,Female,1,10.0,13.93,76.84,Cash,Pop,1,8,5,False
TCK107201,1-day Pass,2025-05-03,24,Male,4,28.09,26.96,70.21,Cash,Rock,5,8,2,True
TCK108018,3-day Pass,2025-05-03,19,Female,3,15.54,53.88,6.29,Cash,Pop,3,7,3,True
TCK107155,3-day Pass,2025-05-03,18,Male,1,13.77,48.67,16.92,Cash,Electronic,8,8,9,False
TCK109010,VIP,2025-05-01,31,Female,3,29.85,43.0,64.07,Card,Hip-Hop,4,5,8,True
TCK107725,1-day Pass,2025-05-01,28,Male,2,4.11,30.84,25.75,Card,Hip-Hop,8,5,1,True
TCK100738,VIP,2025-05-03,26,Female,5,37.49,13.58,26.38,Cash,Hip-Hop,5,9,5,True
TCK102177,3-day Pass,2025-05-03,29,Male,3,7.44,14.92,11.76,Cash,Rock,8,8,4,True
TCK103551,3-day Pass,2025-05-03,25,Male,1,9.16,52.51,6.68,Festival App,Rock,8,5,6,True
TCK108470,3-day Pass,2025-05-01,18,Female,5,41.97,15.15,44.58,Card,Rock,3,8,6,False
TCK108203,3-day Pass,2025-05-01,25,Female,1,46.22,21.11,21.08,Cash,Rock,5,9,4,True
TCK105552,1-day Pass,2025-05-01,23,Female,1,16.12,38.42,71.61,Cash,Rock,1,8,6,True
TCK105836,1-day Pass,2025-05-02,20,Other,2,48.65,17.36,58.68,Card,Hip-Hop,6,8,3,False
TCK106752,3-day Pass,2025-05-02,25,Female,4,23.12,44.55,36.59,Card,Rock,8,10,2,False
TCK109325,3-day Pass,2025-05-03,26,Male,2,23.85,26.63,0.78,Cash,Pop,6,7,5,False
TCK101468,1-day Pass,2025-05-02,18,Female,4,9.95,2.35,72.16,Card,Hip-Hop,10,10,6,False
TCK103028,VIP,2025-05-01,29,Female,3,34.74,8.74,27.7,Card,Hip-Hop,8,8,4,False
TCK102923,1-day Pass,2025-05-02,23,Male,3,43.25,34.35,7.68,Festival App,Reggaeton,6,10,4,False
TCK104919,3-day Pass,2025-05-01,28,Male,3,2.34,39.06,20.54,Cash,Rock,9,7,6,True
TCK102483,3-day Pass,2025-05-02,24,Male,5,44.44,33.66,20.63,Cash,Rock,4,9,6,False
TCK100643,VIP,2025-05-03,21,Male,3,9.07,23.97,89.11,Card,Pop,3,8,6,True
TCK103048,3-day Pass,2025-05-03,28,Female,5,22.98,52.67,93.52,Card,Hip-Hop,5,6,2,False
TCK104331,3-day Pass,2025-05-03,18,Female,2,22.42,58.61,48.45,Festival App,Rock,8,9,4,True
TCK100478,3-day Pass,2025-05-02,18,Other,3,43.11,52.96,30.14,Cash,Rock,4,9,10,False
TCK104090,1-day Pass,2025-05-03,27,Male,4,24.94,54.32,20.11,Cash,Rock,4,10,7,True
TCK108813,3-day Pass,2025-05-01,26,Female,4,27.05,35.53,99.57,Card,Electronic,1,9,5,False
TCK101860,3-day Pass,2025-05-01,22,Male,5,15.11,17.6,72.15,Card,Rock,5,9,7,False
TCK101708,VIP,2025-05-02,28,Male,5,3.03,4.09,49.66,Card,Reggaeton,10,8,6,True
TCK102671,1-day Pass,2025-05-02,18,Male,3,46.61,35.3,48.88,Card,Rock,10,6,4,False
TCK104122,3-day Pass,2025-05-02,27,Male,3,49.58,47.46,50.16,Cash,Pop,4,7,3,True
TCK105455,3-day Pass,2025-05-02,21,Female,4,31.63,39.01,20.49,Card,Hip-Hop,1,9,7,True
TCK108237,3-day Pass,2025-05-02,18,Male,3,7.28,28.8,17.47,Card,Reggaeton,8,5,3,True
TCK102700,3-day Pass,2025-05-03,27,Female,5,0.5,37.03,69.97,Cash,Hip-Hop,7,9,5,True
TCK106544,3-day Pass,2025-05-02,24,Female,2,22.76,49.85,65.6,Festival App,Pop,6,7,5,False
TCK101852,3-day Pass,2025-05-01,28,Male,5,6.09,5.47,77.5,Cash,Reggaeton,4,8,2,True
TCK101476,VIP,2025-05-02,21,Female,2,37.6,6.09,81.08,Card,Rock,8,9,2,True
TCK103861,3-day Pass,2025-05-03,20,Male,3,22.47,54.92,41.96,Cash,Pop,6,6,10,True
TCK102576,3-day Pass,2025-05-02,24,Male,4,20.25,8.11,13.22,Card,Rock,9,7,6,False
TCK108516,3-day Pass,2025-05-03,26,Male,3,15.63,19.33,85.91,Cash,Reggaeton,8,10,9,True
TCK108701,3-day Pass,2025-05-03,25,Other,3,48.8,17.2,0.54,Card,Reggaeton,7,8,5,True
TCK102145,3-day Pass,2025-05-03,31,Male,3,29.42,58.14,36.53,Cash,Hip-Hop,8,8,7,True
TCK102796,3-day Pass,2025-05-01,26,Male,4,4.71,13.46,43.71,Card,Pop,1,7,7,False
TCK102608,3-day Pass,2025-05-03,27,Female,1,1.5,39.39,20.49,Cash,Rock,6,7,10,True
TCK106946,VIP,2025-05-02,18,Female,4,29.51,33.87,3.06,Card,Hip-Hop,4,6,9,True
TCK100929,VIP,2025-05-03,19,Female,4,48.57,34.01,6.06,Card,Pop,4,7,3,False
TCK105906,VIP,2025-05-01,22,Other,2,34.45,24.22,22.0,Cash,Reggaeton,4,8,9,True
TCK105119,3-day Pass,2025-05-01,29,Male,1,6.38,12.13,7.31,Festival App,Reggaeton,2,9,3,True
TCK103307,3-day Pass,2025-05-01,24,Male,2,9.35,57.95,73.01,Card,Rock,7,7,8,True
TCK102163,VIP,2025-05-03,18,Female,4,38.24,0.64,53.64,Cash,Rock,4,6,2,False
TCK108050,VIP,2025-05-02,21,Female,5,30.74,24.37,15.93,Card,Pop,9,6,7,True
TCK101770,1-day Pass,2025-05-03,28,Female,4,12.59,13.13,73.64,Card,Hip-Hop,7,6,6,True
TCK101435,3-day Pass,2025-05-01,22,Female,5,38.7,22.39,46.55,Card,Hip-Hop,2,5,2,False
TCK105677,1-day Pass,2025-05-03,23,Female,5,1.63,53.62,69.01,Cash,Pop,4,8,6,True
TCK105369,1-day Pass,2025-05-03,24,Female,5,29.78,52.92,39.24,Cash,Reggaeton,2,7,3,True
TCK100452,3-day Pass,2025-05-01,31,Male,3,30.6,19.82,69.08,Card,Rock,1,9,10,False
TCK107090,3-day Pass,2025-05-01,25,Female,1,16.22,11.12,67.87,Card,Rock,4,9,6,True
TCK104659,3-day Pass,2025-05-03,18,Female,2,30.86,41.43,84.34,Cash,Pop,8,9,5,True
TCK106831,3-day Pass,2025-05-01,23,Female,5,5.04,6.02,63.53,Cash,Reggaeton,3,8,6,True
TCK102561,VIP,2025-05-03,22,Male,4,2.59,2.64,53.79,Festival App,Pop,5,7,5,True
TCK101203,3-day Pass,2025-05-03,26,Male,4,23.5,37.71,41.43,Card,Rock,8,6,2,False
TCK107772,3-day Pass,2025-05-03,24,Male,3,35.05,22.7,66.49,Cash,Hip-Hop,5,10,3,True
TCK109177,3-day Pass,2025-05-01,18,Male,3,6.77,31.26,73.42,Card,Rock,7,5,2,True
TCK101400,3-day Pass,2025-05-01,30,Female,5,34.39,15.9,16.85,Card,Hip-Hop,1,7,6,True
TCK108218,3-day Pass,2025-05-02,22,Male,5,17.99,19.94,26.01,Card,Rock,8,10,10,True
TCK104455,VIP,2025-05-03,26,Male,3,11.15,7.01,7.07,Cash,Hip-Hop,4,7,1,False
TCK101113,3-day Pass,2025-05-01,25,Female,5,14.5,5.94,71.17,Card,Pop,6,1,9,False
TCK102795,3-day Pass,2025-05-02,20,Male,4,38.09,2.94,65.4,Card,Electronic,9,7,7,True
TCK106766,3-day Pass,2025-05-01,22,Female,4,45.54,24.32,93.18,Card,Pop,7,8,8,False
TCK101028,3-day Pass,2025-05-03,23,Female,4,6.8,20.66,69.26,Cash,Electronic,7,9,7,True
TCK106723,1-day Pass,2025-05-03,22,Female,3,10.9,17.63,21.78,Festival App,Pop,1,10,7,True
TCK105657,1-day Pass,2025-05-01,28,Male,2,28.37,21.53,30.95,Cash,Rock,8,9,4,True
TCK103444,VIP,2025-05-03,33,Female,2,43.61,19.62,99.08,Cash,Rock,5,8,4,True
TCK100972,3-day Pass,2025-05-01,23,Male,4,34.51,39.42,59.19,Card,Hip-Hop,7,6,2,False
TCK108774,3-day Pass,2025-05-01,25,Other,2,27.25,22.42,98.92,Card,Hip-Hop,8,5,7,True
TCK102139,1-day Pass,2025-05-03,26,Male,2,29.85,21.04,33.73,Card,Rock,8,8,2,True
TCK107868,3-day Pass,2025-05-02,18,Female,2,7.06,26.67,63.76,Cash,Rock,8,9,4,True
TCK108551,3-day Pass,2025-05-02,30,Female,2,42.59,38.49,93.53,Card,Pop,4,8,6,True
TCK104763,3-day Pass,2025-05-03,26,Other,2,39.15,53.11,50.49,Cash,Hip-Hop,8,8,6,True
TCK104944,3-day Pass,2025-05-03,24,Male,5,35.61,15.98,26.2,Card,Hip-Hop,8,10,2,True
TCK108913,1-day Pass,2025-05-03,27,Male,1,20.06,39.68,63.6,Card,Pop,5,10,3,True
TCK101164,3-day Pass,2025-05-02,29,Female,4,26.19,25.6,50.7,Card,Reggaeton,4,8,6,False
TCK102642,3-day Pass,2025-05-01,24,Female,5,38.45,42.33,32.85,Cash,Rock,7,6,8,False
TCK105531,3-day Pass,2025-05-01,18,Male,5,31.52,30.35,20.48,Card,Rock,6,5,6,True
TCK101179,VIP,2025-05-02,28,Male,5,46.19,38.83,47.13,Card,Rock,4,10,9,True
TCK106224,1-day Pass,2025-05-03,22,Male,4,21.14,58.34,70.11,Card,Rock,9,10,3,False
TCK106667,3-day Pass,2025-05-02,27,Other,2,12.98,16.21,8.39,Card,Rock,8,9,3,False
TCK101340,3-day Pass,2025-05-01,21,Male,4,26.7,46.34,14.13,Cash,Pop,4,9,5,True
TCK101332,1-day Pass,2025-05-02,19,Female,5,18.51,29.66,99.99,Cash,Rock,3,6,4,True
TCK102591,3-day Pass,2025-05-03,22,Male,4,31.09,3.94,82.41,Card,Hip-Hop,6,6,8,True
TCK102152,1-day Pass,2025-05-01,18,Female,4,21.47,31.09,69.53,Cash,Hip-Hop,5,8,6,True
TCK102938,3-day Pass,2025-05-01,18,Female,5,48.31,47.76,85.22,Cash,Pop,4,9,6,False
TCK105684,1-day Pass,2025-05-03,24,Male,5,20.77,45.32,41.21,Card,Rock,5,7,2,True
TCK101498,1-day Pass,2025-05-02,18,Male,5,43.49,33.06,24.87,Card,Rock,1,9,2,True
TCK102704,3-day Pass,2025-05-03,18,Male,4,12.56,35.1,11.93,Cash,Reggaeton,8,10,7,True
TCK103702,1-day Pass,2025-05-03,23,Male,3,20.1,48.15,71.5,Card,Pop,2,7,3,True
TCK106015,VIP,2025-05-03,24,Female,3,24.08,26.6,81.58,Card,Rock,6,10,3,True
TCK108879,1-day Pass,2025-05-01,28,Female,4,26.9,44.15,47.01,Cash,Rock,6,8,9,True
TCK103558,1-day Pass,2025-05-01,29,Female,4,30.37,53.56,68.6,Card,Hip-Hop,9,1,3,False
TCK105570,VIP,2025-05-01,23,Female,3,8.05,58.14,68.29,Card,Pop,4,9,6,True
TCK104047,3-day Pass,2025-05-01,29,Female,5,11.41,22.96,58.9,Card,Rock,8,6,2,True
TCK105280,3-day Pass,2025-05-01,28,Female,2,9.4,22.72,3.24,Card,Electronic,8,9,2,False
TCK108033,3-day Pass,2025-05-01,19,Male,1,30.04,23.14,14.77,Cash,Reggaeton,4,8,3,True
TCK101008,1-day Pass,2025-05-03,23,Male,2,48.85,40.98,40.58,Card,Rock,9,10,5,True
TCK107633,3-day Pass,2025-05-02,22,Female,2,4.42,59.69,30.31,Cash,Rock,4,9,7,True
TCK100915,1-day Pass,2025-05-01,28,Male,4,37.99,8.69,69.13,Card,Rock,9,1,7,False
TCK103768,1-day Pass,2025-05-01,26,Other,2,34.16,12.29,81.95,Card,Pop,6,9,8,False
TCK106107,1-day Pass,2025-05-02,29,Male,2,32.09,3.6,59.45,Cash,Rock,6,5,8,True
TCK101719,3-day Pass,2025-05-01,19,Male,1,44.73,28.36,3.68,Cash,Hip-Hop,8,8,2,True
TCK109115,3-day Pass,2025-05-03,28,Female,2,15.95,3.2,90.98,Card,Hip-Hop,9,9,5,True
TCK103733,1-day Pass,2025-05-01,24,Female,4,26.13,50.86,64.04,Cash,Reggaeton,2,10,2,False
TCK107368,1-day Pass,2025-05-03,29,Female,5,41.06,7.87,56.15,Card,Pop,8,10,1,True
TCK107684,VIP,2025-05-03,18,Male,5,3.74,4.65,61.69,Cash,Reggaeton,3,8,6,True
TCK103877,3-day Pass,2025-05-03,18,Female,1,37.12,43.95,99.07,Card,Rock,9,8,3,False
TCK104729,1-day Pass,2025-05-02,20,Female,2,38.14,35.02,23.72,Cash,Pop,1,8,9,False
TCK103870,3-day Pass,2025-05-02,28,Female,5,8.91,33.25,23.7,Card,Reggaeton,2,8,6,True
TCK106502,3-day Pass,2025-05-01,24,Female,3,3.74,14.44,59.05,Card,Pop,8,10,2,False
TCK103246,3-day Pass,2025-05-02,18,Male,4,44.61,59.42,24.62,Card,Rock,8,9,8,False
TCK103918,3-day Pass,2025-05-03,27,Male,5,27.49,7.09,8.17,Card,Pop,4,2,6,True
TCK100349,3-day Pass,2025-05-01,23,Female,2,35.62,10.11,45.83,Card,Rock,4,6,4,True
TCK105344,VIP,2025-05-02,27,Female,4,9.97,23.57,75.8,Cash,Rock,6,9,9,True
TCK102406,3-day Pass,2025-05-03,21,Male,5,6.09,8.46,42.44,Card,Hip-Hop,2,9,10,False
TCK106042,3-day Pass,2025-05-03,29,Male,4,35.27,31.81,16.86,Cash,Rock,7,10,1,True
TCK100159,3-day Pass,2025-05-03,18,Female,2,29.89,45.97,63.31,Card,Rock,1,8,6,True
TCK102534,3-day Pass,2025-05-01,24,Female,3,12.78,0.24,62.51,Card,Rock,8,8,3,True
TCK104198,3-day Pass,2025-05-03,24,Female,3,11.58,57.13,97.28,Card,Rock,6,8,2,True
TCK104712,VIP,2025-05-02,24,Female,2,32.79,35.31,78.45,Card,Rock,1,7,6,False
TCK101296,3-day Pass,2025-05-01,18,Male,3,34.85,43.08,48.68,Card,Rock,1,7,6,False
TCK104225,3-day Pass,2025-05-02,20,Female,5,20.63,57.63,23.05,Card,Rock,9,8,3,True
TCK108787,3-day Pass,2025-05-02,25,Female,3,44.67,30.43,38.12,Card,Pop,8,10,6,True
TCK104046,3-day Pass,2025-05-01,34,Female,3,42.5,11.52,97.49,Cash,Rock,1,7,3,True
TCK108480,3-day Pass,2025-05-03,28,Female,3,19.09,23.14,70.16,Card,Pop,2,8,3,True
TCK101477,1-day Pass,2025-05-03,28,Male,2,38.08,32.16,49.53,Cash,Electronic,4,8,3,True
TCK106161,3-day Pass,2025-05-02,27,Female,3,10.87,26.03,70.04,Card,Electronic,8,7,10,False
TCK105965,3-day Pass,2025-05-02,25,Male,3,47.66,21.1,99.37,Card,Rock,4,7,6,True
TCK103699,3-day Pass,2025-05-03,28,Female,5,26.76,4.59,49.14,Card,Pop,9,6,4,True
TCK103009,VIP,2025-05-01,26,Female,5,19.37,53.7,49.14,Cash,Rock,6,10,4,True
TCK103847,3-day Pass,2025-05-02,20,Female,3,12.85,33.04,38.12,Card,Rock,2,8,3,True
TCK108193,1-day Pass,2025-05-01,29,Female,3,2.55,37.51,78.56,Card,Hip-Hop,7,1,8,True
TCK103807,VIP,2025-05-01,28,Male,3,43.28,13.63,80.53,Cash,Hip-Hop,4,7,6,True
TCK101744,3-day Pass,2025-05-02,28,Female,5,25.34,47.55,63.5,Card,Electronic,7,7,4,True
TCK103140,3-day Pass,2025-05-02,18,Male,4,43.94,28.13,13.8,Card,Hip-Hop,8,8,8,True
TCK105200,3-day Pass,2025-05-02,18,Female,3,36.88,3.29,91.04,Cash,Hip-Hop,8,10,2,True
TCK105856,1-day Pass,2025-05-03,20,Male,3,1.73,37.56,41.33,Card,Rock,6,9,8,True
TCK109248,3-day Pass,2025-05-01,20,Female,1,5.85,33.27,57.2,Cash,Rock,8,9,6,True
TCK108507,3-day Pass,2025-05-03,24,Female,5,7.88,23.54,33.48,Cash,Hip-Hop,4,8,5,False
TCK106012,3-day Pass,2025-05-03,18,Female,3,21.82,58.34,44.16,Cash,Rock,8,9,7,False
TCK106920,3-day Pass,2025-05-03,18,Female,5,21.79,35.7,52.53,Card,Hip-Hop,4,2,5,True
TCK101623,1-day Pass,2025-05-03,26,Female,3,14.32,57.73,34.79,Cash,Electronic,9,7,10,False
TCK104022,VIP,2025-05-02,26,Male,3,2.18,54.54,59.02,Card,Pop,8,7,5,False
TCK105964,3-day Pass,2025-05-01,20,Female,5,46.88,39.59,48.52,Card,Reggaeton,7,5,2,False
TCK104220,3-day Pass,2025-05-03,23,Female,3,34.28,57.2,8.35,Card,Rock,9,7,9,True
TCK102106,1-day Pass,2025-05-02,26,Male,3,21.28,9.21,40.7,Card,Hip-Hop,8,6,10,True
